# File Name: \\wsl.localhost\Ubuntu\home\john\projects\CAN_paper\fig_2\data\JG045A TMCC1 Gen3 EvaGreen.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 6 System
# Block Type: 384-Well Block
# Instrument Name: 278860576
# Instrument Serial Number: 278860576
# Heated Cover Serial Number: 278154452
# Block Serial Number: 278033142
# Run Start Date/Time: 2020-11-05 10:11:48 AM EST
# Run End Date/Time: 2020-11-05 12:23:07 PM EST
# Run Duration: 131 minutes 18 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2023-08-07 06:02:02 PM EDT
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2023-08-07 06:05:19 PM EDT
"Well","Well Position","Sample","Target","Tm","Melt Peak Height"
"305","M17","100000.0","BP500_GC60","66.94942474365234","0.18460597097873688"
"305","M17","100000.0","BP500_GC60","64.04194641113281","0.1841897964477539"
"305","M17","100000.0","BP500_GC60","62.191734313964844","0.18334190547466278"
"305","M17","100000.0","BP500_GC60","74.4824447631836","0.1637570858001709"
"313","N1","10000.0","BP30_GC30","75.27630615234375","0.18667103350162506"
"313","N1","10000.0","BP30_GC30","63.252193450927734","0.050184302031993866"
"313","N1","10000.0","BP30_GC30","93.24639892578125","0.0032817660830914974"
"313","N1","10000.0","BP30_GC30","0.0","0.0"
"313","N1","10000.0","BP30_GC30","0.0","0.0"
"314","N2","10000.0","BP30_GC30","75.54057312011719","0.16501832008361816"
"314","N2","10000.0","BP30_GC30","80.95802307128906","0.06110868230462074"
"314","N2","10000.0","BP30_GC30","65.23419189453125","0.07290631532669067"
"314","N2","10000.0","BP30_GC30","87.69681549072266","0.002608679234981537"
"314","N2","10000.0","BP30_GC30","90.20734405517578","0.0019167736172676086"
"316","N4","10000.0","BP30_GC70","81.35443115234375","0.2507534921169281"
"316","N4","10000.0","BP30_GC70","69.72671508789062","0.08881372213363647"
"316","N4","10000.0","BP30_GC70","90.60374450683594","0.008188687264919281"
"316","N4","10000.0","BP30_GC70","60.74166488647461","0.10274817794561386"
"316","N4","10000.0","BP30_GC70","93.51066589355469","0.007446072995662689"
"317","N5","10000.0","BP30_GC70","81.35443115234375","0.2595018744468689"
"317","N5","10000.0","BP30_GC70","71.04804992675781","0.09762664139270782"
"317","N5","10000.0","BP30_GC70","91.264404296875","0.007918044924736023"
"317","N5","10000.0","BP30_GC70","66.68765258789062","0.10253266245126724"
"317","N5","10000.0","BP30_GC70","60.60953140258789","0.10861119627952576"
"319","N7","10000.0","BP50_GC25","71.04804992675781","0.2533341646194458"
"319","N7","10000.0","BP50_GC25","89.41454315185547","0.0037172131706029177"
"319","N7","10000.0","BP50_GC25","61.270198822021484","0.05980328842997551"
"319","N7","10000.0","BP50_GC25","64.44139099121094","0.05867103114724159"
"319","N7","10000.0","BP50_GC25","77.78683471679688","0.006175201386213303"
"320","N8","10000.0","BP50_GC25","71.04804992675781","0.23460136353969574"
"320","N8","10000.0","BP50_GC25","63.38432693481445","0.06748643517494202"
"320","N8","10000.0","BP50_GC25","90.20734405517578","0.020333046093583107"
"320","N8","10000.0","BP50_GC25","60.74166488647461","0.0635676309466362"
"320","N8","10000.0","BP50_GC25","81.61869049072266","0.020580148324370384"
"322","N10","10000.0","BP50_GC60","81.75082397460938","0.40234923362731934"
"322","N10","10000.0","BP50_GC60","91.52867126464844","0.004159674048423767"
"322","N10","10000.0","BP50_GC60","69.06604766845703","0.11831102520227432"
"322","N10","10000.0","BP50_GC60","0.0","0.0"
"322","N10","10000.0","BP50_GC60","0.0","0.0"
"323","N11","10000.0","BP50_GC60","81.61869049072266","0.39629730582237244"
"323","N11","10000.0","BP50_GC60","64.44139099121094","0.1282997876405716"
"323","N11","10000.0","BP50_GC60","60.74166488647461","0.13923636078834534"
"323","N11","10000.0","BP50_GC60","88.09321594238281","0.005442216992378235"
"323","N11","10000.0","BP50_GC60","0.0","0.0"
"325","N13","10000.0","BP50_GC75","82.80841064453125","0.1327945739030838"
"325","N13","10000.0","BP50_GC75","69.19611358642578","0.07465717941522598"
"325","N13","10000.0","BP50_GC75","60.73799133300781","0.08096795529127121"
"325","N13","10000.0","BP50_GC75","64.17410278320312","0.07872157543897629"
"325","N13","10000.0","BP50_GC75","71.83927917480469","0.07177174836397171"
"326","N14","10000.0","BP50_GC75","80.95819091796875","0.11655594408512115"
"326","N14","10000.0","BP50_GC75","70.5177001953125","0.06435506045818329"
"326","N14","10000.0","BP50_GC75","66.02432250976562","0.06878773123025894"
"326","N14","10000.0","BP50_GC75","90.47358703613281","0.003534812480211258"
"326","N14","10000.0","BP50_GC75","60.47367858886719","0.07728525996208191"
"328","N16","10000.0","BP500_GC60","83.86567687988281","0.7275199294090271"
"328","N16","10000.0","BP500_GC60","64.30626678466797","0.1864134669303894"
"328","N16","10000.0","BP500_GC60","61.00231170654297","0.19400566816329956"
"328","N16","10000.0","BP500_GC60","0.0","0.0"
"328","N16","10000.0","BP500_GC60","0.0","0.0"
"329","N17","10000.0","BP500_GC60","83.86567687988281","0.7604658007621765"
"329","N17","10000.0","BP500_GC60","64.04194641113281","0.17783820629119873"
"329","N17","10000.0","BP500_GC60","67.08158874511719","0.17321182787418365"
"329","N17","10000.0","BP500_GC60","61.00231170654297","0.1689140945672989"
"329","N17","10000.0","BP500_GC60","69.32827758789062","0.17181865870952606"
"337","O1","1000.0","BP30_GC30","75.93696594238281","0.2168022096157074"
"337","O1","1000.0","BP30_GC30","65.6305923461914","0.06718035042285919"
"337","O1","1000.0","BP30_GC30","82.80789184570312","0.005686227232217789"
"337","O1","1000.0","BP30_GC30","92.58573913574219","0.0040373243391513824"
"337","O1","1000.0","BP30_GC30","0.0","0.0"
"338","O2","1000.0","BP30_GC30","75.27630615234375","0.1679266095161438"
"338","O2","1000.0","BP30_GC30","71.57657623291016","0.10987388342618942"
"338","O2","1000.0","BP30_GC30","61.00593185424805","0.05337396636605263"
"338","O2","1000.0","BP30_GC30","65.76272583007812","0.05580364167690277"
"338","O2","1000.0","BP30_GC30","92.7178726196289","0.006399570032954216"
"340","O4","1000.0","BP30_GC70","81.48655700683594","0.24005159735679626"
"340","O4","1000.0","BP30_GC70","70.38738250732422","0.09926030039787292"
"340","O4","1000.0","BP30_GC70","65.89485931396484","0.10087244212627411"
"340","O4","1000.0","BP30_GC70","60.60953140258789","0.10856039077043533"
"340","O4","1000.0","BP30_GC70","92.98213958740234","0.007656402885913849"
"341","O5","1000.0","BP30_GC70","81.09016418457031","0.2293119877576828"
"341","O5","1000.0","BP30_GC70","60.74166488647461","0.10199617594480515"
"341","O5","1000.0","BP30_GC70","90.07521057128906","0.007104963064193726"
"341","O5","1000.0","BP30_GC70","71.04804992675781","0.08610641211271286"
"341","O5","1000.0","BP30_GC70","92.7178726196289","0.00650305300951004"
"343","O7","1000.0","BP50_GC25","71.04804992675781","0.24695101380348206"
"343","O7","1000.0","BP50_GC25","63.120059967041016","0.05942235141992569"
"343","O7","1000.0","BP50_GC25","82.14722442626953","0.005284836050122976"
"343","O7","1000.0","BP50_GC25","89.81094360351562","0.0032274273689836264"
"343","O7","1000.0","BP50_GC25","60.87379837036133","0.058571960777044296"
"344","O8","1000.0","BP50_GC25","70.9159164428711","0.22922387719154358"
"344","O8","1000.0","BP50_GC25","60.87379837036133","0.06243302673101425"
"344","O8","1000.0","BP50_GC25","83.20429229736328","0.004663448315113783"
"344","O8","1000.0","BP50_GC25","88.75387573242188","0.0030903974547982216"
"344","O8","1000.0","BP50_GC25","93.3785400390625","0.0021587591618299484"
"346","O10","1000.0","BP50_GC60","81.75082397460938","0.37333473563194275"
"346","O10","1000.0","BP50_GC60","60.74166488647461","0.1375715732574463"
"346","O10","1000.0","BP50_GC60","0.0","0.0"
"346","O10","1000.0","BP50_GC60","0.0","0.0"
"346","O10","1000.0","BP50_GC60","0.0","0.0"
"347","O11","1000.0","BP50_GC60","81.48655700683594","0.3521689176559448"
"347","O11","1000.0","BP50_GC60","67.2161865234375","0.12148583680391312"
"347","O11","1000.0","BP50_GC60","72.50151062011719","0.11225251108407974"
"347","O11","1000.0","BP50_GC60","60.47740173339844","0.13825194537639618"
"347","O11","1000.0","BP50_GC60","89.81094360351562","0.005107268691062927"
"349","O13","1000.0","BP50_GC75","76.59697723388672","0.07314381003379822"
"349","O13","1000.0","BP50_GC75","93.11674499511719","0.0035957694053649902"
"349","O13","1000.0","BP50_GC75","66.5529556274414","0.045666590332984924"
"349","O13","1000.0","BP50_GC75","90.60574340820312","0.0029148533940315247"
"349","O13","1000.0","BP50_GC75","0.0","0.0"
"350","O14","1000.0","BP50_GC75","78.84366607666016","0.1216404065489769"
"350","O14","1000.0","BP50_GC75","65.76000213623047","0.06298365443944931"
"350","O14","1000.0","BP50_GC75","89.9449462890625","0.0051012225449085236"
"350","O14","1000.0","BP50_GC75","69.46043395996094","0.056645724922418594"
"350","O14","1000.0","BP50_GC75","92.72027587890625","0.00423029437661171"
"352","O16","1000.0","BP500_GC60","83.7335205078125","0.544169545173645"
"352","O16","1000.0","BP500_GC60","60.73799133300781","0.18359488248825073"
"352","O16","1000.0","BP500_GC60","68.40316772460938","0.1636505126953125"
"352","O16","1000.0","BP500_GC60","0.0","0.0"
"352","O16","1000.0","BP500_GC60","0.0","0.0"
"353","O17","1000.0","BP500_GC60","83.46920013427734","0.5952928066253662"
"353","O17","1000.0","BP500_GC60","71.44280242919922","0.1494588553905487"
"353","O17","1000.0","BP500_GC60","60.6058349609375","0.18227490782737732"
"353","O17","1000.0","BP500_GC60","0.0","0.0"
"353","O17","1000.0","BP500_GC60","0.0","0.0"
"361","P1","100.0","BP30_GC30","75.93696594238281","0.268859326839447"
"361","P1","100.0","BP30_GC30","65.10205841064453","0.08314640820026398"
"361","P1","100.0","BP30_GC30","61.798728942871094","0.07584604620933533"
"361","P1","100.0","BP30_GC30","85.45055389404297","0.0038978755474090576"
"361","P1","100.0","BP30_GC30","91.00013732910156","0.002903774380683899"
"362","P2","100.0","BP30_GC30","71.31230926513672","0.1202392727136612"
"362","P2","100.0","BP30_GC30","74.35137176513672","0.08523194491863251"
"362","P2","100.0","BP30_GC30","61.138065338134766","0.047570355236530304"
"362","P2","100.0","BP30_GC30","88.75387573242188","0.002702625934034586"
"362","P2","100.0","BP30_GC30","92.05720520019531","0.002523578703403473"
"364","P4","100.0","BP30_GC70","81.09016418457031","0.20528045296669006"
"364","P4","100.0","BP30_GC70","71.44444274902344","0.08784344047307968"
"364","P4","100.0","BP30_GC70","60.87379837036133","0.09569618850946426"
"364","P4","100.0","BP30_GC70","89.94307708740234","0.006868988275527954"
"364","P4","100.0","BP30_GC70","92.7178726196289","0.006873965263366699"
"365","P5","100.0","BP30_GC70","82.27935791015625","0.4225761592388153"
"365","P5","100.0","BP30_GC70","61.138065338134766","0.1227211132645607"
"365","P5","100.0","BP30_GC70","64.57352447509766","0.12001103162765503"
"365","P5","100.0","BP30_GC70","69.5945816040039","0.11453269422054291"
"365","P5","100.0","BP30_GC70","88.62174987792969","0.008336812257766724"
"367","P7","100.0","BP50_GC25","71.04804992675781","0.22784969210624695"
"367","P7","100.0","BP50_GC25","88.48960876464844","0.0029249549843370914"
"367","P7","100.0","BP50_GC25","91.264404296875","0.0026880623772740364"
"367","P7","100.0","BP50_GC25","61.00593185424805","0.058941833674907684"
"367","P7","100.0","BP50_GC25","81.48655700683594","0.004003158304840326"
"368","P8","100.0","BP50_GC25","70.9159164428711","0.25259214639663696"
"368","P8","100.0","BP50_GC25","79.90096282958984","0.004942328669130802"
"368","P8","100.0","BP50_GC25","92.58573913574219","0.0025020905304700136"
"368","P8","100.0","BP50_GC25","64.04499053955078","0.05895613878965378"
"368","P8","100.0","BP50_GC25","0.0","0.0"
"370","P10","100.0","BP50_GC60","81.75082397460938","0.36949771642684937"
"370","P10","100.0","BP50_GC60","61.93086242675781","0.13263311982154846"
"370","P10","100.0","BP50_GC60","93.64280700683594","0.0035728812217712402"
"370","P10","100.0","BP50_GC60","66.02699279785156","0.11842463165521622"
"370","P10","100.0","BP50_GC60","90.07521057128906","0.004999071359634399"
"371","P11","100.0","BP50_GC60","81.35443115234375","0.3422423005104065"
"371","P11","100.0","BP50_GC60","61.00593185424805","0.12283069640398026"
"371","P11","100.0","BP50_GC60","70.51951599121094","0.1111537292599678"
"371","P11","100.0","BP50_GC60","91.9250717163086","0.004403412342071533"
"371","P11","100.0","BP50_GC60","87.43254852294922","0.0060490816831588745"
"373","P13","100.0","BP50_GC75","78.97582244873047","0.1136702448129654"
"373","P13","100.0","BP50_GC75","70.38554382324219","0.048321034759283066"
"373","P13","100.0","BP50_GC75","90.07710266113281","0.003376264125108719"
"373","P13","100.0","BP50_GC75","86.37667846679688","0.00406087189912796"
"373","P13","100.0","BP50_GC75","94.04185485839844","0.0027861222624778748"
"374","P14","100.0","BP50_GC75","76.33265686035156","0.06868091225624084"
"374","P14","100.0","BP50_GC75","91.13436889648438","0.003051646053791046"
"374","P14","100.0","BP50_GC75","69.8569107055664","0.04421301558613777"
"374","P14","100.0","BP50_GC75","0.0","0.0"
"374","P14","100.0","BP50_GC75","0.0","0.0"
"376","P16","100.0","BP500_GC60","83.86567687988281","0.48565617203712463"
"376","P16","100.0","BP500_GC60","76.33265686035156","0.15527242422103882"
"376","P16","100.0","BP500_GC60","66.02432250976562","0.1607242375612259"
"376","P16","100.0","BP500_GC60","60.87015151977539","0.1670055389404297"
"376","P16","100.0","BP500_GC60","68.79964447021484","0.15314726531505585"
"377","P17","100.0","BP500_GC60","83.46920013427734","0.5690286159515381"
"377","P17","100.0","BP500_GC60","64.83489990234375","0.17132100462913513"
"377","P17","100.0","BP500_GC60","60.47367858886719","0.18667276203632355"
"377","P17","100.0","BP500_GC60","93.2489013671875","0.005077391862869263"
"377","P17","100.0","BP500_GC60","0.0","0.0"
