,Experiment,Well,Target,lg10_Copies,Outlier,WellPosition,Copies,Reporter,Task,Comments,CT,Reaction,col,row,PRDM1,TMCC1,GBP6,ARG1,WellName,Sample,MasterMix,Cycle,Fluorescence,Corr_Fluorescence,FAM-HEX
622,JG069J,317,FAM,#NAME?,FALSE,N5,0,FAM,UNKNOWN,,23.713314,622,4,13,3,4,1.5,2.5,N5,JG069J_317,TaqMan Fast Advanced,50,0.7572862630250721,2.442460536956787,0.5337813495211999
624,JG069J,318,FAM,#NAME?,FALSE,N6,0,FAM,UNKNOWN,,23.245537,624,5,13,3,3.5,3.5,2.5,N6,JG069J_318,TaqMan Fast Advanced,50,0.8468291343304982,2.5754857063293457,0.6978774696606211
626,JG069J,319,FAM,#NAME?,FALSE,N7,0,FAM,UNKNOWN,,23.589592,626,6,13,3,3.5,3,2.5,N7,JG069J_319,TaqMan Fast Advanced,50,0.816281009,2.536919116973877,0.7015522610435365
628,JG069J,320,FAM,#NAME?,FALSE,N8,0,FAM,UNKNOWN,,23.435665,628,7,13,3,3.5,2.5,2.5,N8,JG069J_320,TaqMan Fast Advanced,50,0.6789655712002378,2.4109325408935547,0.4801804017932686
630,JG069J,321,FAM,#NAME?,FALSE,N9,0,FAM,UNKNOWN,,23.531448,630,8,13,3,3.5,2,2.5,N9,JG069J_321,TaqMan Fast Advanced,50,0.7774663396178361,2.503493547439575,0.6271250972094653
632,JG069J,322,FAM,#NAME?,FALSE,N10,0,FAM,UNKNOWN,,23.863155,632,9,13,3,3.5,1.5,2.5,N10,JG069J_322,TaqMan Fast Advanced,50,0.7282822058188676,2.3775038719177246,0.5235940237909534
634,JG069J,323,FAM,#NAME?,FALSE,N11,0,FAM,UNKNOWN,,23.24311,634,10,13,3,3,3.5,2.5,N11,JG069J_323,TaqMan Fast Advanced,50,0.8259602720871613,2.5371835231781006,0.6477837693942246
636,JG069J,324,FAM,#NAME?,FALSE,N12,0,FAM,UNKNOWN,,23.582788,636,11,13,3,3,3,2.5,N12,JG069J_324,TaqMan Fast Advanced,50,0.8311729950338026,2.5477826595306396,0.7084918802351199
638,JG069J,325,FAM,#NAME?,FALSE,N13,0,FAM,UNKNOWN,,23.911839,638,12,13,3,3,2.5,2.5,N13,JG069J_325,TaqMan Fast Advanced,50,0.7376997941491881,2.405358315,0.5226764638183858
640,JG069J,326,FAM,#NAME?,FALSE,N14,0,FAM,UNKNOWN,,24.00197,640,13,13,3,3,2,2.5,N14,JG069J_326,TaqMan Fast Advanced,50,0.7366739902056292,2.3931350708007812,0.5732473769950216
642,JG069J,327,FAM,#NAME?,FALSE,N15,0,FAM,UNKNOWN,,23.98038,642,14,13,3,3,1.5,2.5,N15,JG069J_327,TaqMan Fast Advanced,50,0.6620600180801478,2.2883853912353516,0.4174926094450691
644,JG069J,328,FAM,#NAME?,FALSE,N16,0,FAM,UNKNOWN,,23.523384,644,15,13,3,2.5,3.5,2.5,N16,JG069J_328,TaqMan Fast Advanced,50,0.6639225557676073,2.2918105125427246,0.38326944774411986
646,JG069J,329,FAM,#NAME?,FALSE,N17,0,FAM,UNKNOWN,,23.76741,646,16,13,3,2.5,3,2.5,N17,JG069J_329,TaqMan Fast Advanced,50,0.7456482928232193,2.450049877166748,0.5740469851622593
648,JG069J,330,FAM,#NAME?,FALSE,N18,0,FAM,UNKNOWN,,23.955582,648,17,13,3,2.5,2.5,2.5,N18,JG069J_330,TaqMan Fast Advanced,50,0.6693749522178218,2.2894175052642822,0.43124815047876264
650,JG069J,331,FAM,#NAME?,FALSE,N19,0,FAM,UNKNOWN,,23.924938,650,18,13,3,2.5,2,2.5,N19,JG069J_331,TaqMan Fast Advanced,50,0.6948546330411299,2.341968297958374,0.5175077403154844
652,JG069J,332,FAM,#NAME?,FALSE,N20,0,FAM,UNKNOWN,,24.06479,652,19,13,3,2.5,1.5,2.5,N20,JG069J_332,TaqMan Fast Advanced,50,0.5779544474634202,2.2050795555114746,0.2520800729175192
654,JG069J,333,FAM,#NAME?,FALSE,N21,0,FAM,UNKNOWN,,23.519104,654,20,13,3,2,3.5,2.5,N21,JG069J_333,TaqMan Fast Advanced,50,0.5724352059218607,2.198866844177246,0.3522390118298724
656,JG069J,334,FAM,#NAME?,FALSE,N22,0,FAM,UNKNOWN,,24.046547,656,21,13,3,2,3,2.5,N22,JG069J_334,TaqMan Fast Advanced,50,0.5942393216158347,2.247701883,0.39595330317168725
658,JG069J,335,FAM,#NAME?,FALSE,N23,0,FAM,UNKNOWN,,23.820583,658,22,13,3,2,2.5,2.5,N23,JG069J_335,TaqMan Fast Advanced,50,0.6762264922216837,2.3429930210113525,0.5184892608302818
660,JG069J,336,FAM,#NAME?,FALSE,N24,0,FAM,UNKNOWN,,23.821707,660,23,13,3,2,2,2.5,N24,JG069J_336,TaqMan Fast Advanced,50,0.6041867206154032,2.2301437854766846,0.3549978283683075
662,JG069J,337,FAM,#NAME?,FALSE,O1,0,FAM,UNKNOWN,,23.261105,662,0,14,3,4,3.5,2,O1,JG069J_337,TaqMan Fast Advanced,50,0.8774984779403519,2.6296792030334473,0.7877286297738032
664,JG069J,338,FAM,#NAME?,FALSE,O2,0,FAM,UNKNOWN,,23.417257,664,1,14,3,4,3,2,O2,JG069J_338,TaqMan Fast Advanced,50,1,2.8131203651428223,0.948094731
666,JG069J,339,FAM,#NAME?,FALSE,O3,0,FAM,UNKNOWN,,23.69128,666,2,14,3,4,2.5,2,O3,JG069J_339,TaqMan Fast Advanced,50,0.8728076638624327,2.625880241394043,0.8123137774773482
668,JG069J,340,FAM,#NAME?,FALSE,O4,0,FAM,UNKNOWN,,23.706959,668,3,14,3,4,2,2,O4,JG069J_340,TaqMan Fast Advanced,50,0.7835525943337387,2.484745740890503,0.6433320106643134
670,JG069J,341,FAM,#NAME?,FALSE,O5,0,FAM,UNKNOWN,,23.777044,670,4,14,3,4,1.5,2,O5,JG069J_341,TaqMan Fast Advanced,50,0.8092017040134121,2.515887498855591,0.6771301432859196
672,JG069J,342,FAM,#NAME?,FALSE,O6,0,FAM,UNKNOWN,,23.225538,672,5,14,3,3.5,3.5,2,O6,JG069J_342,TaqMan Fast Advanced,50,0.9747495050985802,2.7684519290924072,0.8665579926126938
674,JG069J,343,FAM,#NAME?,FALSE,O7,0,FAM,UNKNOWN,,23.650703,674,6,14,3,3.5,3,2,O7,JG069J_343,TaqMan Fast Advanced,50,0.9141258754512422,2.6716301441192627,0.9141258754512422
676,JG069J,344,FAM,#NAME?,FALSE,O8,0,FAM,UNKNOWN,,23.761154,676,7,14,3,3.5,2.5,2,O8,JG069J_344,TaqMan Fast Advanced,50,0.8099134342584425,2.5221989154815674,0.7734363951068067
678,JG069J,345,FAM,#NAME?,FALSE,O9,0,FAM,UNKNOWN,,23.768068,678,8,14,3,3.5,2,2,O9,JG069J_345,TaqMan Fast Advanced,50,0.8460718423325283,2.5791397094726562,0.7468722
680,JG069J,346,FAM,#NAME?,FALSE,O10,0,FAM,UNKNOWN,,23.915337,680,9,14,3,3.5,1.5,2,O10,JG069J_346,TaqMan Fast Advanced,50,0.8065994740116642,2.511568546295166,0.7146871877273144
682,JG069J,347,FAM,#NAME?,FALSE,O11,0,FAM,UNKNOWN,,23.288467,682,10,14,3,3,3.5,2,O11,JG069J_347,TaqMan Fast Advanced,50,0.8899347755722766,2.631920337677002,0.8105622902895194
684,JG069J,348,FAM,#NAME?,FALSE,O12,0,FAM,UNKNOWN,,23.57577,684,11,14,3,3,3,2,O12,JG069J_348,TaqMan Fast Advanced,50,0.8436806448169699,2.574524402618408,0.7254203099404561
686,JG069J,350,FAM,#NAME?,FALSE,O14,0,FAM,UNKNOWN,,24.055769,686,13,14,3,3,2,2,O14,JG069J_350,TaqMan Fast Advanced,50,0.7481084878401378,2.395662307739258,0.5825206990513131
688,JG069J,351,FAM,#NAME?,FALSE,O15,0,FAM,UNKNOWN,,23.99744,688,14,14,3,3,1.5,2,O15,JG069J_351,TaqMan Fast Advanced,50,0.6956578671955991,2.323106527328491,0.5372945250717992
690,JG069J,354,FAM,#NAME?,FALSE,O18,0,FAM,UNKNOWN,,24.075754,690,17,14,3,2.5,2.5,2,O18,JG069J_354,TaqMan Fast Advanced,50,0.7320193192811199,2.3922877311706543,0.5669416991914707
692,JG069J,355,FAM,#NAME?,FALSE,O19,0,FAM,UNKNOWN,,23.895372,692,18,14,3,2.5,2,2,O19,JG069J_355,TaqMan Fast Advanced,50,0.6970841686742705,2.3438730239868164,0.6009250018139332
694,JG069J,356,FAM,#NAME?,FALSE,O20,0,FAM,UNKNOWN,,23.904089,694,19,14,3,2.5,1.5,2,O20,JG069J_356,TaqMan Fast Advanced,50,0.7104859883236235,2.3682055473327637,0.5379553081074921
696,JG069J,357,FAM,#NAME?,FALSE,O21,0,FAM,UNKNOWN,,23.43535,696,20,14,3,2,3.5,2,O21,JG069J_357,TaqMan Fast Advanced,50,0.7232347321046694,2.386935234069824,0.5648151410565491
698,JG069J,358,FAM,#NAME?,FALSE,O22,0,FAM,UNKNOWN,,23.683268,698,21,14,3,2,3,2,O22,JG069J_358,TaqMan Fast Advanced,50,0.7802379743997746,2.478651523590088,0.5811398227127513
700,JG069J,359,FAM,#NAME?,FALSE,O23,0,FAM,UNKNOWN,,23.972557,700,22,14,3,2,2.5,2,O23,JG069J_359,TaqMan Fast Advanced,50,0.72288531,2.382128953933716,0.5609444099823175
702,JG069J,360,FAM,#NAME?,FALSE,O24,0,FAM,UNKNOWN,,23.816692,702,23,14,3,2,2,2,O24,JG069J_360,TaqMan Fast Advanced,50,0.6882805276131886,2.353515386581421,0.46649712171094704
