# File Name: \\wsl.localhost\Ubuntu\home\john\projects\CAN_paper\fig_3\data\JG034 TMCC1 Gen2 Competitors - 59C v3.eds
# Comment: NA
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 6 System
# Block Type: 384-Well Block
# Instrument Name: 278860576
# Instrument Serial Number: 278860576
# Heated Cover Serial Number: 278154452
# Block Serial Number: 278033142
# Run Start Date/Time: 2019-12-17 12:44:16 PM EST
# Run End Date/Time: 2019-12-17 02:02:51 PM EST
# Run Duration: 78 minutes 34 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2023-10-26 02:03:12 PM EDT
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2023-10-26 02:03:55 PM EDT
"Well","Well Position","Cycle Number","FAM","HEX","ROX"
"7","A7","49","326475.94","43475.406","155871.25"
"7","A7","50","335289.9","43862.246","155907.34"
"7","A7","51","345383.56","44624.758","155917.44"
"7","A7","52","355918.2","45386.504","156091.94"
"7","A7","53","368071.12","45789.816","155940.1"
"7","A7","54","380694.8","46544.832","155765.73"
"7","A7","55","392349.03","47325.83","155728.22"
"7","A7","56","404025.66","47895.324","155875.75"
"7","A7","57","415610.0","48714.316","156062.61"
"7","A7","58","426690.62","49402.99","156103.2"
"7","A7","59","437728.88","50045.93","155998.25"
"7","A7","60","446641.9","50428.867","156021.39"
"8","A8","1","49496.49","35504.64","175348.42"
"8","A8","2","49643.957","35564.09","175577.56"
"8","A8","3","50020.152","35686.312","176240.3"
"8","A8","4","50504.47","35851.492","176612.56"
"8","A8","5","50881.69","36009.574","176730.1"
"8","A8","6","51434.418","36004.316","176865.42"
"8","A8","7","52384.582","36009.08","176851.27"
"8","A8","8","54207.16","36169.13","176925.52"
"8","A8","9","57291.438","36369.168","176930.28"
"8","A8","10","63068.395","36578.76","176845.28"
"8","A8","11","73202.164","36971.96","176921.16"
"8","A8","12","89195.47","37555.59","176957.97"
"8","A8","13","111823.516","38377.273","177004.66"
"8","A8","14","140121.06","39604.027","177040.75"
"8","A8","15","170224.38","40815.6","177002.33"
"8","A8","16","198656.52","41845.395","177190.67"
"8","A8","17","222312.69","42863.81","177055.31"
"8","A8","18","240166.72","43724.004","176950.39"
"8","A8","19","253531.64","44231.164","177092.48"
"8","A8","20","262503.56","44717.53","176943.56"
"8","A8","21","268447.12","45124.242","176812.56"
"8","A8","22","273872.47","45307.49","176883.36"
"8","A8","23","277677.12","45503.332","176920.22"
"8","A8","24","280675.56","45563.863","176946.38"
"8","A8","25","283713.6","46003.418","176939.84"
"8","A8","26","286612.44","46299.4","177039.97"
"8","A8","27","289866.16","46275.758","177175.89"
"8","A8","28","292461.94","46235.004","177249.05"
"8","A8","29","294859.0","46423.85","177146.55"
"8","A8","30","297738.34","46662.95","177133.6"
"8","A8","31","300398.4","46703.086","177188.17"
"8","A8","32","303338.38","46873.945","177166.4"
"8","A8","33","306174.44","46966.66","177109.72"
"8","A8","34","308615.25","47168.117","177032.69"
"8","A8","35","311331.47","47416.906","177026.55"
"8","A8","36","314249.94","47523.79","177094.44"
"8","A8","37","316917.62","47670.47","177314.69"
"8","A8","38","319703.44","47617.363","177261.77"
"8","A8","39","322560.06","47782.715","177130.61"
"8","A8","40","325251.06","47816.402","177116.48"
"8","A8","41","327974.6","48029.848","177037.67"
"8","A8","42","331062.53","48224.918","177125.6"
"8","A8","43","334018.0","48595.52","177128.06"
"8","A8","44","337072.44","48926.83","177040.86"
"8","A8","45","340830.66","48887.625","177107.2"
"8","A8","46","344982.84","49247.926","177032.3"
"8","A8","47","351156.06","49372.867","177042.33"
"8","A8","48","358165.3","49616.777","177036.22"
"8","A8","49","366688.47","50215.234","177204.6"
"8","A8","50","377389.34","50716.33","177351.77"
"8","A8","51","389568.25","51376.71","177358.11"
"8","A8","52","402480.56","52219.836","177271.86"
"8","A8","53","416674.7","52796.18","177379.08"
"8","A8","54","430756.8","53538.29","177374.92"
"8","A8","55","443968.4","54425.094","177361.33"
"8","A8","56","457183.47","55029.562","177370.98"
"8","A8","57","470335.56","55976.8","177297.27"
"8","A8","58","482343.8","56602.258","177400.88"
"8","A8","59","494274.72","57299.133","177509.42"
"8","A8","60","504224.28","57940.723","177404.53"
"10","A10","1","55418.156","42289.53","211567.56"
"10","A10","2","55562.375","42387.91","211706.05"
"10","A10","3","55911.07","42407.93","211782.66"
"10","A10","4","56133.363","42482.215","212043.03"
"10","A10","5","56452.734","42600.742","212052.48"
"10","A10","6","57075.613","42450.895","211827.23"
"10","A10","7","58139.062","42440.305","211626.84"
"10","A10","8","59764.4","42758.02","211494.31"
"10","A10","9","63175.0","42982.777","211296.69"
"10","A10","10","69215.766","43134.734","211263.64"
"10","A10","11","79769.414","43586.188","211443.9"
"10","A10","12","97193.336","44346.668","211616.25"
"10","A10","13","122568.125","45132.24","211603.8"
"10","A10","14","154694.23","46489.094","211564.56"
"10","A10","15","190252.14","47863.266","211569.86"
"10","A10","16","224681.53","49273.168","211283.53"
"10","A10","17","254058.89","50706.867","211218.95"
"10","A10","18","277099.6","51975.035","211300.52"
"10","A10","19","293556.84","52902.793","211166.67"
"10","A10","20","305476.4","53513.227","211143.6"
"10","A10","21","313807.25","53870.684","211216.23"
"10","A10","22","320007.1","54438.566","211196.25"
"10","A10","23","325134.84","54895.734","211168.16"
