# File Name: \\wsl.localhost\Ubuntu\home\john\projects\CAN_paper\fig_6\data\JG074D_L2_500_like_competitor_sweep.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 6 System
# Block Type: 384-Well Block
# Instrument Name: 278860576
# Instrument Serial Number: 278860576
# Heated Cover Serial Number: 278154452
# Block Serial Number: 278033142
# Run Start Date/Time: 2022-04-06 12:12:16 PM EDT
# Run End Date/Time: 2022-04-06 02:06:43 PM EDT
# Run Duration: 114 minutes 26 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2023-10-26 01:45:00 PM EDT
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2023-10-26 01:45:14 PM EDT
"Sample","Target","Number of Replicates","Quantity","Number of Cqs","Cq Mean","Cq SD","Cq SE","Biogroup"
"JG074D.133","HEX","1","-","0","18.728333705261484","","",
"JG074D.134","FAM","1","-","0","15.826317596059173","","",
"JG074D.134","HEX","1","-","0","18.69135444240313","","",
"JG074D.135","FAM","1","-","0","12.180844172773924","","",
"JG074D.135","HEX","1","-","0","19.016471816738388","","",
"JG074D.136","FAM","1","-","0","13.65382071405995","","",
"JG074D.136","HEX","1","-","0","18.74515361724564","","",
"JG074D.137","FAM","1","-","0","14.041316503792178","","",
"JG074D.137","HEX","1","-","0","18.809417180672064","","",
"JG074D.138","FAM","1","-","0","14.133459639835653","","",
"JG074D.138","HEX","1","-","0","18.480460261873347","","",
"JG074D.139","FAM","1","-","0","14.063165225870527","","",
"JG074D.139","HEX","1","-","0","18.616950264010597","","",
"JG074D.140","FAM","1","-","0","11.934868093225965","","",
"JG074D.140","HEX","1","-","0","","","",
"JG074D.141","FAM","1","-","0","7.560949330988958","","",
"JG074D.141","HEX","1","-","0","20.091934975103747","","",
"JG074D.142","FAM","1","-","0","7.71124330824626","","",
"JG074D.142","HEX","1","-","0","19.827121921716426","","",
"JG074D.143","FAM","1","-","0","7.647558230531988","","",
"JG074D.143","HEX","1","-","0","19.819888347546716","","",
"JG074D.144","FAM","1","-","0","7.438734440999426","","",
"JG074D.144","HEX","1","-","0","20.778102285379457","","",
"JG074D.145","FAM","1","-","0","17.991008931788976","","",
"JG074D.145","HEX","1","-","0","20.316740409619804","","",
