Variation,Probe,lg10_Copies,Well,WellName,Sample,MasterMix,Target,PrimerPair,Fluorophore,Quencher,Intermediate
2,SUN_Z_IBFQ,8,18,A18,JG076C_018,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,SUN,IBFQ,Z
3,SUN_Z_IBFQ,8,19,A19,JG076C_019,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,SUN,IBFQ,Z
5,SUN_Z_IBFQ,8,20,A20,JG076C_020,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,SUN,IBFQ,Z
6,SUN_Z_IBFQ,8,21,A21,JG076C_021,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,SUN,IBFQ,Z
7,SUN_Z_IBFQ,8,22,A22,JG076C_022,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,SUN,IBFQ,Z
8,SUN_Z_IBFQ,8,23,A23,JG076C_023,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,SUN,IBFQ,Z
9,SUN_Z_IBFQ,8,24,A24,JG076C_024,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,SUN,IBFQ,Z
1,TET_Z_IBFQ,8,25,B1,JG076C_025,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,TET,IBFQ,Z
2,TET_Z_IBFQ,8,26,B2,JG076C_026,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,TET,IBFQ,Z
3,TET_Z_IBFQ,8,27,B3,JG076C_027,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,TET,IBFQ,Z
5,TET_Z_IBFQ,8,28,B4,JG076C_028,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,TET,IBFQ,Z
6,TET_Z_IBFQ,8,29,B5,JG076C_029,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,TET,IBFQ,Z
7,TET_Z_IBFQ,8,30,B6,JG076C_030,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,TET,IBFQ,Z
8,TET_Z_IBFQ,8,31,B7,JG076C_031,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,TET,IBFQ,Z
9,TET_Z_IBFQ,8,32,B8,JG076C_032,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,TET,IBFQ,Z
1,TET_BHQ1,8,33,B9,JG076C_033,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,TET,BHQ1,None
2,TET_BHQ1,8,34,B10,JG076C_034,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,TET,BHQ1,None
3,TET_BHQ1,8,35,B11,JG076C_035,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,TET,BHQ1,None
5,TET_BHQ1,8,36,B12,JG076C_036,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,TET,BHQ1,None
6,TET_BHQ1,8,37,B13,JG076C_037,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,TET,BHQ1,None
7,TET_BHQ1,8,38,B14,JG076C_038,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,TET,BHQ1,None
8,TET_BHQ1,8,39,B15,JG076C_039,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,TET,BHQ1,None
9,TET_BHQ1,8,40,B16,JG076C_040,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,TET,BHQ1,None
1,SUN_Z_IBFQ,8,41,B17,JG076C_041,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,SUN,IBFQ,Z
2,SUN_Z_IBFQ,8,42,B18,JG076C_042,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,SUN,IBFQ,Z
3,SUN_Z_IBFQ,8,43,B19,JG076C_043,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,SUN,IBFQ,Z
5,SUN_Z_IBFQ,8,44,B20,JG076C_044,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,SUN,IBFQ,Z
6,SUN_Z_IBFQ,8,45,B21,JG076C_045,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,SUN,IBFQ,Z
7,SUN_Z_IBFQ,8,46,B22,JG076C_046,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,SUN,IBFQ,Z
8,SUN_Z_IBFQ,8,47,B23,JG076C_047,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,SUN,IBFQ,Z
9,SUN_Z_IBFQ,8,48,B24,JG076C_048,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,SUN,IBFQ,Z
1,TET_Z_IBFQ,6,49,C1,JG076C_049,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,TET,IBFQ,Z
2,TET_Z_IBFQ,6,50,C2,JG076C_050,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,TET,IBFQ,Z
3,TET_Z_IBFQ,6,51,C3,JG076C_051,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,TET,IBFQ,Z
5,TET_Z_IBFQ,6,52,C4,JG076C_052,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,TET,IBFQ,Z
6,TET_Z_IBFQ,6,53,C5,JG076C_053,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,TET,IBFQ,Z
7,TET_Z_IBFQ,6,54,C6,JG076C_054,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,TET,IBFQ,Z
8,TET_Z_IBFQ,6,55,C7,JG076C_055,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,TET,IBFQ,Z
9,TET_Z_IBFQ,6,56,C8,JG076C_056,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,TET,IBFQ,Z
1,TET_BHQ1,6,57,C9,JG076C_057,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,TET,BHQ1,None
2,TET_BHQ1,6,58,C10,JG076C_058,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,TET,BHQ1,None
3,TET_BHQ1,6,59,C11,JG076C_059,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,TET,BHQ1,None
5,TET_BHQ1,6,60,C12,JG076C_060,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,TET,BHQ1,None
6,TET_BHQ1,6,61,C13,JG076C_061,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,TET,BHQ1,None
7,TET_BHQ1,6,62,C14,JG076C_062,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,TET,BHQ1,None
8,TET_BHQ1,6,63,C15,JG076C_063,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,TET,BHQ1,None
9,TET_BHQ1,6,64,C16,JG076C_064,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,TET,BHQ1,None
1,SUN_Z_IBFQ,6,65,C17,JG076C_065,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,SUN,IBFQ,Z
2,SUN_Z_IBFQ,6,66,C18,JG076C_066,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,SUN,IBFQ,Z
3,SUN_Z_IBFQ,6,67,C19,JG076C_067,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,SUN,IBFQ,Z
5,SUN_Z_IBFQ,6,68,C20,JG076C_068,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,SUN,IBFQ,Z
6,SUN_Z_IBFQ,6,69,C21,JG076C_069,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,SUN,IBFQ,Z
7,SUN_Z_IBFQ,6,70,C22,JG076C_070,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,SUN,IBFQ,Z
8,SUN_Z_IBFQ,6,71,C23,JG076C_071,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,SUN,IBFQ,Z
9,SUN_Z_IBFQ,6,72,C24,JG076C_072,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,SUN,IBFQ,Z
1,TET_Z_IBFQ,6,73,D1,JG076C_073,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,TET,IBFQ,Z
2,TET_Z_IBFQ,6,74,D2,JG076C_074,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,TET,IBFQ,Z
3,TET_Z_IBFQ,6,75,D3,JG076C_075,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,TET,IBFQ,Z
5,TET_Z_IBFQ,6,76,D4,JG076C_076,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,TET,IBFQ,Z
6,TET_Z_IBFQ,6,77,D5,JG076C_077,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,TET,IBFQ,Z
7,TET_Z_IBFQ,6,78,D6,JG076C_078,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,TET,IBFQ,Z
8,TET_Z_IBFQ,6,79,D7,JG076C_079,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,TET,IBFQ,Z
9,TET_Z_IBFQ,6,80,D8,JG076C_080,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,TET,IBFQ,Z
1,TET_BHQ1,6,81,D9,JG076C_081,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,TET,BHQ1,None
2,TET_BHQ1,6,82,D10,JG076C_082,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,TET,BHQ1,None
3,TET_BHQ1,6,83,D11,JG076C_083,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,TET,BHQ1,None
5,TET_BHQ1,6,84,D12,JG076C_084,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,TET,BHQ1,None
6,TET_BHQ1,6,85,D13,JG076C_085,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,TET,BHQ1,None
7,TET_BHQ1,6,86,D14,JG076C_086,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,TET,BHQ1,None
8,TET_BHQ1,6,87,D15,JG076C_087,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,TET,BHQ1,None
9,TET_BHQ1,6,88,D16,JG076C_088,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,TET,BHQ1,None
1,SUN_Z_IBFQ,6,89,D17,JG076C_089,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,SUN,IBFQ,Z
2,SUN_Z_IBFQ,6,90,D18,JG076C_090,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,SUN,IBFQ,Z
3,SUN_Z_IBFQ,6,91,D19,JG076C_091,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,SUN,IBFQ,Z
5,SUN_Z_IBFQ,6,92,D20,JG076C_092,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,SUN,IBFQ,Z
6,SUN_Z_IBFQ,6,93,D21,JG076C_093,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,SUN,IBFQ,Z
7,SUN_Z_IBFQ,6,94,D22,JG076C_094,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,SUN,IBFQ,Z
8,SUN_Z_IBFQ,6,95,D23,JG076C_095,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,SUN,IBFQ,Z
9,SUN_Z_IBFQ,6,96,D24,JG076C_096,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,SUN,IBFQ,Z
1,TET_Z_IBFQ,4,97,E1,JG076C_097,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,TET,IBFQ,Z
2,TET_Z_IBFQ,4,98,E2,JG076C_098,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,TET,IBFQ,Z
3,TET_Z_IBFQ,4,99,E3,JG076C_099,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,TET,IBFQ,Z
5,TET_Z_IBFQ,4,100,E4,JG076C_100,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,TET,IBFQ,Z
6,TET_Z_IBFQ,4,101,E5,JG076C_101,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,TET,IBFQ,Z
7,TET_Z_IBFQ,4,102,E6,JG076C_102,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,TET,IBFQ,Z
8,TET_Z_IBFQ,4,103,E7,JG076C_103,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,TET,IBFQ,Z
9,TET_Z_IBFQ,4,104,E8,JG076C_104,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,TET,IBFQ,Z
1,TET_BHQ1,4,105,E9,JG076C_105,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,TET,BHQ1,None
2,TET_BHQ1,4,106,E10,JG076C_106,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,TET,BHQ1,None
3,TET_BHQ1,4,107,E11,JG076C_107,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,TET,BHQ1,None
5,TET_BHQ1,4,108,E12,JG076C_108,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,TET,BHQ1,None
6,TET_BHQ1,4,109,E13,JG076C_109,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,TET,BHQ1,None
7,TET_BHQ1,4,110,E14,JG076C_110,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,TET,BHQ1,None
8,TET_BHQ1,4,111,E15,JG076C_111,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,TET,BHQ1,None
9,TET_BHQ1,4,112,E16,JG076C_112,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,TET,BHQ1,None
1,SUN_Z_IBFQ,4,113,E17,JG076C_113,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,SUN,IBFQ,Z
2,SUN_Z_IBFQ,4,114,E18,JG076C_114,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,SUN,IBFQ,Z
3,SUN_Z_IBFQ,4,115,E19,JG076C_115,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,SUN,IBFQ,Z
5,SUN_Z_IBFQ,4,116,E20,JG076C_116,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,SUN,IBFQ,Z
6,SUN_Z_IBFQ,4,117,E21,JG076C_117,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,SUN,IBFQ,Z
7,SUN_Z_IBFQ,4,118,E22,JG076C_118,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,SUN,IBFQ,Z
8,SUN_Z_IBFQ,4,119,E23,JG076C_119,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,SUN,IBFQ,Z
9,SUN_Z_IBFQ,4,120,E24,JG076C_120,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,SUN,IBFQ,Z
1,TET_Z_IBFQ,4,121,F1,JG076C_121,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,TET,IBFQ,Z
2,TET_Z_IBFQ,4,122,F2,JG076C_122,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,TET,IBFQ,Z
3,TET_Z_IBFQ,4,123,F3,JG076C_123,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,TET,IBFQ,Z
5,TET_Z_IBFQ,4,124,F4,JG076C_124,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,TET,IBFQ,Z
6,TET_Z_IBFQ,4,125,F5,JG076C_125,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,TET,IBFQ,Z
7,TET_Z_IBFQ,4,126,F6,JG076C_126,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,TET,IBFQ,Z
8,TET_Z_IBFQ,4,127,F7,JG076C_127,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,TET,IBFQ,Z
9,TET_Z_IBFQ,4,128,F8,JG076C_128,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,TET,IBFQ,Z
1,TET_BHQ1,4,129,F9,JG076C_129,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,TET,BHQ1,None
2,TET_BHQ1,4,130,F10,JG076C_130,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,TET,BHQ1,None
3,TET_BHQ1,4,131,F11,JG076C_131,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,TET,BHQ1,None
5,TET_BHQ1,4,132,F12,JG076C_132,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,TET,BHQ1,None
6,TET_BHQ1,4,133,F13,JG076C_133,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,TET,BHQ1,None
7,TET_BHQ1,4,134,F14,JG076C_134,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,TET,BHQ1,None
8,TET_BHQ1,4,135,F15,JG076C_135,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,TET,BHQ1,None
9,TET_BHQ1,4,136,F16,JG076C_136,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,TET,BHQ1,None
1,SUN_Z_IBFQ,4,137,F17,JG076C_137,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,SUN,IBFQ,Z
2,SUN_Z_IBFQ,4,138,F18,JG076C_138,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,SUN,IBFQ,Z
3,SUN_Z_IBFQ,4,139,F19,JG076C_139,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,SUN,IBFQ,Z
5,SUN_Z_IBFQ,4,140,F20,JG076C_140,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,SUN,IBFQ,Z
6,SUN_Z_IBFQ,4,141,F21,JG076C_141,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,SUN,IBFQ,Z
7,SUN_Z_IBFQ,4,142,F22,JG076C_142,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,SUN,IBFQ,Z
8,SUN_Z_IBFQ,4,143,F23,JG076C_143,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,SUN,IBFQ,Z
9,SUN_Z_IBFQ,4,144,F24,JG076C_144,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,SUN,IBFQ,Z
1,TET_Z_IBFQ,2,145,G1,JG076C_145,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,TET,IBFQ,Z
2,TET_Z_IBFQ,2,146,G2,JG076C_146,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,TET,IBFQ,Z
3,TET_Z_IBFQ,2,147,G3,JG076C_147,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,TET,IBFQ,Z
5,TET_Z_IBFQ,2,148,G4,JG076C_148,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,TET,IBFQ,Z
6,TET_Z_IBFQ,2,149,G5,JG076C_149,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,TET,IBFQ,Z
7,TET_Z_IBFQ,2,150,G6,JG076C_150,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,TET,IBFQ,Z
8,TET_Z_IBFQ,2,151,G7,JG076C_151,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,TET,IBFQ,Z
9,TET_Z_IBFQ,2,152,G8,JG076C_152,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,TET,IBFQ,Z
1,TET_BHQ1,2,153,G9,JG076C_153,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,TET,BHQ1,None
2,TET_BHQ1,2,154,G10,JG076C_154,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,TET,BHQ1,None
3,TET_BHQ1,2,155,G11,JG076C_155,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,TET,BHQ1,None
5,TET_BHQ1,2,156,G12,JG076C_156,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,TET,BHQ1,None
6,TET_BHQ1,2,157,G13,JG076C_157,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,TET,BHQ1,None
7,TET_BHQ1,2,158,G14,JG076C_158,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,TET,BHQ1,None
8,TET_BHQ1,2,159,G15,JG076C_159,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,TET,BHQ1,None
9,TET_BHQ1,2,160,G16,JG076C_160,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,TET,BHQ1,None
1,SUN_Z_IBFQ,2,161,G17,JG076C_161,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,SUN,IBFQ,Z
2,SUN_Z_IBFQ,2,162,G18,JG076C_162,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,SUN,IBFQ,Z
3,SUN_Z_IBFQ,2,163,G19,JG076C_163,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,SUN,IBFQ,Z
5,SUN_Z_IBFQ,2,164,G20,JG076C_164,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,SUN,IBFQ,Z
6,SUN_Z_IBFQ,2,165,G21,JG076C_165,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,SUN,IBFQ,Z
7,SUN_Z_IBFQ,2,166,G22,JG076C_166,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,SUN,IBFQ,Z
8,SUN_Z_IBFQ,2,167,G23,JG076C_167,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,SUN,IBFQ,Z
9,SUN_Z_IBFQ,2,168,G24,JG076C_168,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,SUN,IBFQ,Z
1,TET_Z_IBFQ,2,169,H1,JG076C_169,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,TET,IBFQ,Z
2,TET_Z_IBFQ,2,170,H2,JG076C_170,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,TET,IBFQ,Z
3,TET_Z_IBFQ,2,171,H3,JG076C_171,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,TET,IBFQ,Z
5,TET_Z_IBFQ,2,172,H4,JG076C_172,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,TET,IBFQ,Z
6,TET_Z_IBFQ,2,173,H5,JG076C_173,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,TET,IBFQ,Z
7,TET_Z_IBFQ,2,174,H6,JG076C_174,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,TET,IBFQ,Z
8,TET_Z_IBFQ,2,175,H7,JG076C_175,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,TET,IBFQ,Z
9,TET_Z_IBFQ,2,176,H8,JG076C_176,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,TET,IBFQ,Z
1,TET_BHQ1,2,177,H9,JG076C_177,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,TET,BHQ1,None
2,TET_BHQ1,2,178,H10,JG076C_178,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,TET,BHQ1,None
3,TET_BHQ1,2,179,H11,JG076C_179,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,TET,BHQ1,None
5,TET_BHQ1,2,180,H12,JG076C_180,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,TET,BHQ1,None
6,TET_BHQ1,2,181,H13,JG076C_181,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,TET,BHQ1,None
7,TET_BHQ1,2,182,H14,JG076C_182,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,TET,BHQ1,None
8,TET_BHQ1,2,183,H15,JG076C_183,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,TET,BHQ1,None
9,TET_BHQ1,2,184,H16,JG076C_184,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,TET,BHQ1,None
1,SUN_Z_IBFQ,2,185,H17,JG076C_185,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,SUN,IBFQ,Z
2,SUN_Z_IBFQ,2,186,H18,JG076C_186,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,SUN,IBFQ,Z
3,SUN_Z_IBFQ,2,187,H19,JG076C_187,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,SUN,IBFQ,Z
5,SUN_Z_IBFQ,2,188,H20,JG076C_188,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,SUN,IBFQ,Z
6,SUN_Z_IBFQ,2,189,H21,JG076C_189,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,SUN,IBFQ,Z
7,SUN_Z_IBFQ,2,190,H22,JG076C_190,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,SUN,IBFQ,Z
8,SUN_Z_IBFQ,2,191,H23,JG076C_191,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,SUN,IBFQ,Z
9,SUN_Z_IBFQ,2,192,H24,JG076C_192,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,SUN,IBFQ,Z
1,SUN_IBFQ,8,193,I1,JG076C_193,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,SUN,IBFQ,None
2,SUN_IBFQ,8,194,I2,JG076C_194,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,SUN,IBFQ,None
3,SUN_IBFQ,8,195,I3,JG076C_195,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,SUN,IBFQ,None
5,SUN_IBFQ,8,196,I4,JG076C_196,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,SUN,IBFQ,None
6,SUN_IBFQ,8,197,I5,JG076C_197,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,SUN,IBFQ,None
7,SUN_IBFQ,8,198,I6,JG076C_198,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,SUN,IBFQ,None
8,SUN_IBFQ,8,199,I7,JG076C_199,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,SUN,IBFQ,None
9,SUN_IBFQ,8,200,I8,JG076C_200,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,SUN,IBFQ,None
1,HEX_Z_IBFQ,8,201,I9,JG076C_201,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,HEX,IBFQ,Z
2,HEX_Z_IBFQ,8,202,I10,JG076C_202,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,HEX,IBFQ,Z
3,HEX_Z_IBFQ,8,203,I11,JG076C_203,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,HEX,IBFQ,Z
