WT_lg10_Copies,SNV_lg10_Copies,Blocker μM,Well,WellName,Sample,Blocker
1,1,10.0,210,I18,JG075F_210,L-MMMMx
1,2,10.0,211,I19,JG075F_211,L-MMMMx
1,3,10.0,212,I20,JG075F_212,L-MMMMx
1,4,10.0,213,I21,JG075F_213,L-MMMMx
1,5,10.0,214,I22,JG075F_214,L-MMMMx
1,6,10.0,215,I23,JG075F_215,L-MMMMx
1,7,10.0,216,I24,JG075F_216,L-MMMMx
2,-2,1.0,217,J1,JG075F_217,L-MMMMx
2,1,1.0,218,J2,JG075F_218,L-MMMMx
2,2,1.0,219,J3,JG075F_219,L-MMMMx
2,3,1.0,220,J4,JG075F_220,L-MMMMx
2,4,1.0,221,J5,JG075F_221,L-MMMMx
2,5,1.0,222,J6,JG075F_222,L-MMMMx
2,6,1.0,223,J7,JG075F_223,L-MMMMx
2,7,1.0,224,J8,JG075F_224,L-MMMMx
2,-2,3.1622776601683795,225,J9,JG075F_225,L-MMMMx
2,1,3.1622776601683795,226,J10,JG075F_226,L-MMMMx
2,2,3.1622776601683795,227,J11,JG075F_227,L-MMMMx
2,3,3.1622776601683795,228,J12,JG075F_228,L-MMMMx
2,4,3.1622776601683795,229,J13,JG075F_229,L-MMMMx
2,5,3.1622776601683795,230,J14,JG075F_230,L-MMMMx
2,6,3.1622776601683795,231,J15,JG075F_231,L-MMMMx
2,7,3.1622776601683795,232,J16,JG075F_232,L-MMMMx
2,-2,10.0,233,J17,JG075F_233,L-MMMMx
2,1,10.0,234,J18,JG075F_234,L-MMMMx
2,2,10.0,235,J19,JG075F_235,L-MMMMx
2,3,10.0,236,J20,JG075F_236,L-MMMMx
2,4,10.0,237,J21,JG075F_237,L-MMMMx
2,5,10.0,238,J22,JG075F_238,L-MMMMx
2,6,10.0,239,J23,JG075F_239,L-MMMMx
2,7,10.0,240,J24,JG075F_240,L-MMMMx
3,-2,1.0,241,K1,JG075F_241,L-MMMMx
3,1,1.0,242,K2,JG075F_242,L-MMMMx
3,2,1.0,243,K3,JG075F_243,L-MMMMx
3,3,1.0,244,K4,JG075F_244,L-MMMMx
3,4,1.0,245,K5,JG075F_245,L-MMMMx
3,5,1.0,246,K6,JG075F_246,L-MMMMx
3,6,1.0,247,K7,JG075F_247,L-MMMMx
3,7,1.0,248,K8,JG075F_248,L-MMMMx
3,-2,3.1622776601683795,249,K9,JG075F_249,L-MMMMx
3,1,3.1622776601683795,250,K10,JG075F_250,L-MMMMx
3,2,3.1622776601683795,251,K11,JG075F_251,L-MMMMx
3,3,3.1622776601683795,252,K12,JG075F_252,L-MMMMx
3,4,3.1622776601683795,253,K13,JG075F_253,L-MMMMx
3,5,3.1622776601683795,254,K14,JG075F_254,L-MMMMx
3,6,3.1622776601683795,255,K15,JG075F_255,L-MMMMx
3,7,3.1622776601683795,256,K16,JG075F_256,L-MMMMx
3,-2,10.0,257,K17,JG075F_257,L-MMMMx
3,1,10.0,258,K18,JG075F_258,L-MMMMx
3,2,10.0,259,K19,JG075F_259,L-MMMMx
3,3,10.0,260,K20,JG075F_260,L-MMMMx
3,4,10.0,261,K21,JG075F_261,L-MMMMx
3,5,10.0,262,K22,JG075F_262,L-MMMMx
3,6,10.0,263,K23,JG075F_263,L-MMMMx
3,7,10.0,264,K24,JG075F_264,L-MMMMx
4,-2,1.0,265,L1,JG075F_265,L-MMMMx
4,1,1.0,266,L2,JG075F_266,L-MMMMx
4,2,1.0,267,L3,JG075F_267,L-MMMMx
4,3,1.0,268,L4,JG075F_268,L-MMMMx
4,4,1.0,269,L5,JG075F_269,L-MMMMx
4,5,1.0,270,L6,JG075F_270,L-MMMMx
4,6,1.0,271,L7,JG075F_271,L-MMMMx
4,7,1.0,272,L8,JG075F_272,L-MMMMx
4,-2,3.1622776601683795,273,L9,JG075F_273,L-MMMMx
4,1,3.1622776601683795,274,L10,JG075F_274,L-MMMMx
4,2,3.1622776601683795,275,L11,JG075F_275,L-MMMMx
4,3,3.1622776601683795,276,L12,JG075F_276,L-MMMMx
4,4,3.1622776601683795,277,L13,JG075F_277,L-MMMMx
4,5,3.1622776601683795,278,L14,JG075F_278,L-MMMMx
4,6,3.1622776601683795,279,L15,JG075F_279,L-MMMMx
4,7,3.1622776601683795,280,L16,JG075F_280,L-MMMMx
4,-2,10.0,281,L17,JG075F_281,L-MMMMx
4,1,10.0,282,L18,JG075F_282,L-MMMMx
4,2,10.0,283,L19,JG075F_283,L-MMMMx
4,3,10.0,284,L20,JG075F_284,L-MMMMx
4,4,10.0,285,L21,JG075F_285,L-MMMMx
4,5,10.0,286,L22,JG075F_286,L-MMMMx
4,6,10.0,287,L23,JG075F_287,L-MMMMx
4,7,10.0,288,L24,JG075F_288,L-MMMMx
5,-2,1.0,289,M1,JG075F_289,L-MMMMx
5,1,1.0,290,M2,JG075F_290,L-MMMMx
5,2,1.0,291,M3,JG075F_291,L-MMMMx
5,3,1.0,292,M4,JG075F_292,L-MMMMx
5,4,1.0,293,M5,JG075F_293,L-MMMMx
5,5,1.0,294,M6,JG075F_294,L-MMMMx
5,6,1.0,295,M7,JG075F_295,L-MMMMx
5,7,1.0,296,M8,JG075F_296,L-MMMMx
5,-2,3.1622776601683795,297,M9,JG075F_297,L-MMMMx
5,1,3.1622776601683795,298,M10,JG075F_298,L-MMMMx
5,2,3.1622776601683795,299,M11,JG075F_299,L-MMMMx
5,3,3.1622776601683795,300,M12,JG075F_300,L-MMMMx
5,4,3.1622776601683795,301,M13,JG075F_301,L-MMMMx
5,5,3.1622776601683795,302,M14,JG075F_302,L-MMMMx
5,6,3.1622776601683795,303,M15,JG075F_303,L-MMMMx
5,7,3.1622776601683795,304,M16,JG075F_304,L-MMMMx
5,-2,10.0,305,M17,JG075F_305,L-MMMMx
5,1,10.0,306,M18,JG075F_306,L-MMMMx
5,2,10.0,307,M19,JG075F_307,L-MMMMx
5,3,10.0,308,M20,JG075F_308,L-MMMMx
5,4,10.0,309,M21,JG075F_309,L-MMMMx
5,5,10.0,310,M22,JG075F_310,L-MMMMx
5,6,10.0,311,M23,JG075F_311,L-MMMMx
5,7,10.0,312,M24,JG075F_312,L-MMMMx
6,-2,1.0,313,N1,JG075F_313,L-MMMMx
6,1,1.0,314,N2,JG075F_314,L-MMMMx
6,2,1.0,315,N3,JG075F_315,L-MMMMx
6,3,1.0,316,N4,JG075F_316,L-MMMMx
6,4,1.0,317,N5,JG075F_317,L-MMMMx
6,5,1.0,318,N6,JG075F_318,L-MMMMx
6,6,1.0,319,N7,JG075F_319,L-MMMMx
6,7,1.0,320,N8,JG075F_320,L-MMMMx
6,-2,3.1622776601683795,321,N9,JG075F_321,L-MMMMx
6,1,3.1622776601683795,322,N10,JG075F_322,L-MMMMx
6,2,3.1622776601683795,323,N11,JG075F_323,L-MMMMx
6,3,3.1622776601683795,324,N12,JG075F_324,L-MMMMx
6,4,3.1622776601683795,325,N13,JG075F_325,L-MMMMx
6,5,3.1622776601683795,326,N14,JG075F_326,L-MMMMx
6,6,3.1622776601683795,327,N15,JG075F_327,L-MMMMx
6,7,3.1622776601683795,328,N16,JG075F_328,L-MMMMx
6,-2,10.0,329,N17,JG075F_329,L-MMMMx
6,1,10.0,330,N18,JG075F_330,L-MMMMx
6,2,10.0,331,N19,JG075F_331,L-MMMMx
6,3,10.0,332,N20,JG075F_332,L-MMMMx
6,4,10.0,333,N21,JG075F_333,L-MMMMx
6,5,10.0,334,N22,JG075F_334,L-MMMMx
6,6,10.0,335,N23,JG075F_335,L-MMMMx
6,7,10.0,336,N24,JG075F_336,L-MMMMx
7,-2,1.0,337,O1,JG075F_337,L-MMMMx
7,1,1.0,338,O2,JG075F_338,L-MMMMx
7,2,1.0,339,O3,JG075F_339,L-MMMMx
7,3,1.0,340,O4,JG075F_340,L-MMMMx
7,4,1.0,341,O5,JG075F_341,L-MMMMx
7,5,1.0,342,O6,JG075F_342,L-MMMMx
7,6,1.0,343,O7,JG075F_343,L-MMMMx
7,7,1.0,344,O8,JG075F_344,L-MMMMx
7,-2,3.1622776601683795,345,O9,JG075F_345,L-MMMMx
7,1,3.1622776601683795,346,O10,JG075F_346,L-MMMMx
7,2,3.1622776601683795,347,O11,JG075F_347,L-MMMMx
7,3,3.1622776601683795,348,O12,JG075F_348,L-MMMMx
7,4,3.1622776601683795,349,O13,JG075F_349,L-MMMMx
7,5,3.1622776601683795,350,O14,JG075F_350,L-MMMMx
7,6,3.1622776601683795,351,O15,JG075F_351,L-MMMMx
7,7,3.1622776601683795,352,O16,JG075F_352,L-MMMMx
7,-2,10.0,353,O17,JG075F_353,L-MMMMx
7,1,10.0,354,O18,JG075F_354,L-MMMMx
7,2,10.0,355,O19,JG075F_355,L-MMMMx
7,3,10.0,356,O20,JG075F_356,L-MMMMx
7,4,10.0,357,O21,JG075F_357,L-MMMMx
7,5,10.0,358,O22,JG075F_358,L-MMMMx
7,6,10.0,359,O23,JG075F_359,L-MMMMx
7,7,10.0,360,O24,JG075F_360,L-MMMMx
8,-2,1.0,361,P1,JG075F_361,L-MMMMx
8,1,1.0,362,P2,JG075F_362,L-MMMMx
8,2,1.0,363,P3,JG075F_363,L-MMMMx
8,3,1.0,364,P4,JG075F_364,L-MMMMx
8,4,1.0,365,P5,JG075F_365,L-MMMMx
8,5,1.0,366,P6,JG075F_366,L-MMMMx
8,6,1.0,367,P7,JG075F_367,L-MMMMx
8,7,1.0,368,P8,JG075F_368,L-MMMMx
8,-2,3.1622776601683795,369,P9,JG075F_369,L-MMMMx
8,1,3.1622776601683795,370,P10,JG075F_370,L-MMMMx
8,2,3.1622776601683795,371,P11,JG075F_371,L-MMMMx
8,3,3.1622776601683795,372,P12,JG075F_372,L-MMMMx
8,4,3.1622776601683795,373,P13,JG075F_373,L-MMMMx
8,5,3.1622776601683795,374,P14,JG075F_374,L-MMMMx
8,6,3.1622776601683795,375,P15,JG075F_375,L-MMMMx
8,7,3.1622776601683795,376,P16,JG075F_376,L-MMMMx
8,-2,10.0,377,P17,JG075F_377,L-MMMMx
8,1,10.0,378,P18,JG075F_378,L-MMMMx
8,2,10.0,379,P19,JG075F_379,L-MMMMx
8,3,10.0,380,P20,JG075F_380,L-MMMMx
8,4,10.0,381,P21,JG075F_381,L-MMMMx
8,5,10.0,382,P22,JG075F_382,L-MMMMx
8,6,10.0,383,P23,JG075F_383,L-MMMMx
8,7,10.0,384,P24,JG075F_384,L-MMMMx
