* Instrument Type = QuantStudio 6
* Passive Reference = ROX
[Sample Setup]
Well	Target Name	Sample Name	Reporter	Quantity	Quencher	Task
83	S075_WT	JG075A_083	EVAGREEN	100000	None	STANDARD
84	S075_WT	JG075A_084	EVAGREEN	100000	None	STANDARD
85	S075_WT	JG075A_085	EVAGREEN	100000	None	STANDARD
86	S075_WT	JG075A_086	EVAGREEN	100000	None	STANDARD
87	S075_WT	JG075A_087	EVAGREEN	100000	None	STANDARD
97	S075_WT	JG075A_097	EVAGREEN	10000	None	STANDARD
98	S075_WT	JG075A_098	EVAGREEN	10000	None	STANDARD
99	S075_WT	JG075A_099	EVAGREEN	10000	None	STANDARD
100	S075_WT	JG075A_100	EVAGREEN	10000	None	STANDARD
101	S075_WT	JG075A_101	EVAGREEN	10000	None	STANDARD
102	S075_WT	JG075A_102	EVAGREEN	10000	None	STANDARD
103	S075_WT	JG075A_103	EVAGREEN	10000	None	STANDARD
104	S075_WT	JG075A_104	EVAGREEN	10000	None	STANDARD
105	S075_WT	JG075A_105	EVAGREEN	10000	None	STANDARD
106	S075_WT	JG075A_106	EVAGREEN	10000	None	STANDARD
107	S075_WT	JG075A_107	EVAGREEN	10000	None	STANDARD
108	S075_WT	JG075A_108	EVAGREEN	10000	None	STANDARD
109	S075_WT	JG075A_109	EVAGREEN	10000	None	STANDARD
110	S075_WT	JG075A_110	EVAGREEN	10000	None	STANDARD
111	S075_WT	JG075A_111	EVAGREEN	10000	None	STANDARD
121	S075_WT	JG075A_121	EVAGREEN	1000	None	STANDARD
122	S075_WT	JG075A_122	EVAGREEN	1000	None	STANDARD
123	S075_WT	JG075A_123	EVAGREEN	1000	None	STANDARD
124	S075_WT	JG075A_124	EVAGREEN	1000	None	STANDARD
125	S075_WT	JG075A_125	EVAGREEN	1000	None	STANDARD
126	S075_WT	JG075A_126	EVAGREEN	1000	None	STANDARD
127	S075_WT	JG075A_127	EVAGREEN	1000	None	STANDARD
128	S075_WT	JG075A_128	EVAGREEN	1000	None	STANDARD
129	S075_WT	JG075A_129	EVAGREEN	1000	None	STANDARD
130	S075_WT	JG075A_130	EVAGREEN	1000	None	STANDARD
131	S075_WT	JG075A_131	EVAGREEN	1000	None	STANDARD
132	S075_WT	JG075A_132	EVAGREEN	1000	None	STANDARD
133	S075_WT	JG075A_133	EVAGREEN	1000	None	STANDARD
134	S075_WT	JG075A_134	EVAGREEN	1000	None	STANDARD
135	S075_WT	JG075A_135	EVAGREEN	1000	None	STANDARD
145	S075_WT	JG075A_145	EVAGREEN	100	None	STANDARD
146	S075_WT	JG075A_146	EVAGREEN	100	None	STANDARD
147	S075_WT	JG075A_147	EVAGREEN	100	None	STANDARD
148	S075_WT	JG075A_148	EVAGREEN	100	None	STANDARD
149	S075_WT	JG075A_149	EVAGREEN	100	None	STANDARD
150	S075_WT	JG075A_150	EVAGREEN	100	None	STANDARD
151	S075_WT	JG075A_151	EVAGREEN	100	None	STANDARD
152	S075_WT	JG075A_152	EVAGREEN	100	None	STANDARD
153	S075_WT	JG075A_153	EVAGREEN	100	None	STANDARD
154	S075_WT	JG075A_154	EVAGREEN	100	None	STANDARD
155	S075_WT	JG075A_155	EVAGREEN	100	None	STANDARD
156	S075_WT	JG075A_156	EVAGREEN	100	None	STANDARD
157	S075_WT	JG075A_157	EVAGREEN	100	None	STANDARD
158	S075_WT	JG075A_158	EVAGREEN	100	None	STANDARD
159	S075_WT	JG075A_159	EVAGREEN	100	None	STANDARD
169	S075_WT	JG075A_169	EVAGREEN	10	None	STANDARD
170	S075_WT	JG075A_170	EVAGREEN	10	None	STANDARD
171	S075_WT	JG075A_171	EVAGREEN	10	None	STANDARD
172	S075_WT	JG075A_172	EVAGREEN	10	None	STANDARD
173	S075_WT	JG075A_173	EVAGREEN	10	None	STANDARD
174	S075_WT	JG075A_174	EVAGREEN	10	None	STANDARD
175	S075_WT	JG075A_175	EVAGREEN	10	None	STANDARD
176	S075_WT	JG075A_176	EVAGREEN	10	None	STANDARD
177	S075_WT	JG075A_177	EVAGREEN	10	None	STANDARD
178	S075_WT	JG075A_178	EVAGREEN	10	None	STANDARD
179	S075_WT	JG075A_179	EVAGREEN	10	None	STANDARD
180	S075_WT	JG075A_180	EVAGREEN	10	None	STANDARD
181	S075_WT	JG075A_181	EVAGREEN	10	None	STANDARD
182	S075_WT	JG075A_182	EVAGREEN	10	None	STANDARD
183	S075_WT	JG075A_183	EVAGREEN	10	None	STANDARD
193	S075_SNV	JG075A_193	EVAGREEN	100000000	None	STANDARD
194	S075_SNV	JG075A_194	EVAGREEN	100000000	None	STANDARD
195	S075_SNV	JG075A_195	EVAGREEN	100000000	None	STANDARD
196	S075_SNV	JG075A_196	EVAGREEN	100000000	None	STANDARD
197	S075_SNV	JG075A_197	EVAGREEN	100000000	None	STANDARD
198	S075_SNV	JG075A_198	EVAGREEN	100000000	None	STANDARD
199	S075_SNV	JG075A_199	EVAGREEN	100000000	None	STANDARD
200	S075_SNV	JG075A_200	EVAGREEN	100000000	None	STANDARD
201	S075_SNV	JG075A_201	EVAGREEN	100000000	None	STANDARD
202	S075_SNV	JG075A_202	EVAGREEN	100000000	None	STANDARD
203	S075_SNV	JG075A_203	EVAGREEN	100000000	None	STANDARD
204	S075_SNV	JG075A_204	EVAGREEN	100000000	None	STANDARD
205	S075_SNV	JG075A_205	EVAGREEN	100000000	None	STANDARD
206	S075_SNV	JG075A_206	EVAGREEN	100000000	None	STANDARD
207	S075_SNV	JG075A_207	EVAGREEN	100000000	None	STANDARD
217	S075_SNV	JG075A_217	EVAGREEN	10000000	None	STANDARD
218	S075_SNV	JG075A_218	EVAGREEN	10000000	None	STANDARD
219	S075_SNV	JG075A_219	EVAGREEN	10000000	None	STANDARD
220	S075_SNV	JG075A_220	EVAGREEN	10000000	None	STANDARD
221	S075_SNV	JG075A_221	EVAGREEN	10000000	None	STANDARD
222	S075_SNV	JG075A_222	EVAGREEN	10000000	None	STANDARD
223	S075_SNV	JG075A_223	EVAGREEN	10000000	None	STANDARD
224	S075_SNV	JG075A_224	EVAGREEN	10000000	None	STANDARD
225	S075_SNV	JG075A_225	EVAGREEN	10000000	None	STANDARD
226	S075_SNV	JG075A_226	EVAGREEN	10000000	None	STANDARD
227	S075_SNV	JG075A_227	EVAGREEN	10000000	None	STANDARD
228	S075_SNV	JG075A_228	EVAGREEN	10000000	None	STANDARD
229	S075_SNV	JG075A_229	EVAGREEN	10000000	None	STANDARD
230	S075_SNV	JG075A_230	EVAGREEN	10000000	None	STANDARD
231	S075_SNV	JG075A_231	EVAGREEN	10000000	None	STANDARD
241	S075_SNV	JG075A_241	EVAGREEN	1000000	None	STANDARD
242	S075_SNV	JG075A_242	EVAGREEN	1000000	None	STANDARD
243	S075_SNV	JG075A_243	EVAGREEN	1000000	None	STANDARD
244	S075_SNV	JG075A_244	EVAGREEN	1000000	None	STANDARD
245	S075_SNV	JG075A_245	EVAGREEN	1000000	None	STANDARD
246	S075_SNV	JG075A_246	EVAGREEN	1000000	None	STANDARD
247	S075_SNV	JG075A_247	EVAGREEN	1000000	None	STANDARD
248	S075_SNV	JG075A_248	EVAGREEN	1000000	None	STANDARD
249	S075_SNV	JG075A_249	EVAGREEN	1000000	None	STANDARD
250	S075_SNV	JG075A_250	EVAGREEN	1000000	None	STANDARD
251	S075_SNV	JG075A_251	EVAGREEN	1000000	None	STANDARD
252	S075_SNV	JG075A_252	EVAGREEN	1000000	None	STANDARD
253	S075_SNV	JG075A_253	EVAGREEN	1000000	None	STANDARD
254	S075_SNV	JG075A_254	EVAGREEN	1000000	None	STANDARD
255	S075_SNV	JG075A_255	EVAGREEN	1000000	None	STANDARD
265	S075_SNV	JG075A_265	EVAGREEN	100000	None	STANDARD
266	S075_SNV	JG075A_266	EVAGREEN	100000	None	STANDARD
267	S075_SNV	JG075A_267	EVAGREEN	100000	None	STANDARD
268	S075_SNV	JG075A_268	EVAGREEN	100000	None	STANDARD
269	S075_SNV	JG075A_269	EVAGREEN	100000	None	STANDARD
270	S075_SNV	JG075A_270	EVAGREEN	100000	None	STANDARD
271	S075_SNV	JG075A_271	EVAGREEN	100000	None	STANDARD
272	S075_SNV	JG075A_272	EVAGREEN	100000	None	STANDARD
273	S075_SNV	JG075A_273	EVAGREEN	100000	None	STANDARD
274	S075_SNV	JG075A_274	EVAGREEN	100000	None	STANDARD
275	S075_SNV	JG075A_275	EVAGREEN	100000	None	STANDARD
276	S075_SNV	JG075A_276	EVAGREEN	100000	None	STANDARD
277	S075_SNV	JG075A_277	EVAGREEN	100000	None	STANDARD
278	S075_SNV	JG075A_278	EVAGREEN	100000	None	STANDARD
279	S075_SNV	JG075A_279	EVAGREEN	100000	None	STANDARD
289	S075_SNV	JG075A_289	EVAGREEN	10000	None	STANDARD
290	S075_SNV	JG075A_290	EVAGREEN	10000	None	STANDARD
291	S075_SNV	JG075A_291	EVAGREEN	10000	None	STANDARD
292	S075_SNV	JG075A_292	EVAGREEN	10000	None	STANDARD
293	S075_SNV	JG075A_293	EVAGREEN	10000	None	STANDARD
294	S075_SNV	JG075A_294	EVAGREEN	10000	None	STANDARD
295	S075_SNV	JG075A_295	EVAGREEN	10000	None	STANDARD
296	S075_SNV	JG075A_296	EVAGREEN	10000	None	STANDARD
297	S075_SNV	JG075A_297	EVAGREEN	10000	None	STANDARD
298	S075_SNV	JG075A_298	EVAGREEN	10000	None	STANDARD
299	S075_SNV	JG075A_299	EVAGREEN	10000	None	STANDARD
300	S075_SNV	JG075A_300	EVAGREEN	10000	None	STANDARD
301	S075_SNV	JG075A_301	EVAGREEN	10000	None	STANDARD
302	S075_SNV	JG075A_302	EVAGREEN	10000	None	STANDARD
303	S075_SNV	JG075A_303	EVAGREEN	10000	None	STANDARD
313	S075_SNV	JG075A_313	EVAGREEN	1000	None	STANDARD
314	S075_SNV	JG075A_314	EVAGREEN	1000	None	STANDARD
315	S075_SNV	JG075A_315	EVAGREEN	1000	None	STANDARD
316	S075_SNV	JG075A_316	EVAGREEN	1000	None	STANDARD
317	S075_SNV	JG075A_317	EVAGREEN	1000	None	STANDARD
318	S075_SNV	JG075A_318	EVAGREEN	1000	None	STANDARD
319	S075_SNV	JG075A_319	EVAGREEN	1000	None	STANDARD
320	S075_SNV	JG075A_320	EVAGREEN	1000	None	STANDARD
321	S075_SNV	JG075A_321	EVAGREEN	1000	None	STANDARD
322	S075_SNV	JG075A_322	EVAGREEN	1000	None	STANDARD
323	S075_SNV	JG075A_323	EVAGREEN	1000	None	STANDARD
324	S075_SNV	JG075A_324	EVAGREEN	1000	None	STANDARD
325	S075_SNV	JG075A_325	EVAGREEN	1000	None	STANDARD
326	S075_SNV	JG075A_326	EVAGREEN	1000	None	STANDARD
327	S075_SNV	JG075A_327	EVAGREEN	1000	None	STANDARD
337	S075_SNV	JG075A_337	EVAGREEN	100	None	STANDARD
338	S075_SNV	JG075A_338	EVAGREEN	100	None	STANDARD
339	S075_SNV	JG075A_339	EVAGREEN	100	None	STANDARD
340	S075_SNV	JG075A_340	EVAGREEN	100	None	STANDARD
341	S075_SNV	JG075A_341	EVAGREEN	100	None	STANDARD
342	S075_SNV	JG075A_342	EVAGREEN	100	None	STANDARD
343	S075_SNV	JG075A_343	EVAGREEN	100	None	STANDARD
344	S075_SNV	JG075A_344	EVAGREEN	100	None	STANDARD
345	S075_SNV	JG075A_345	EVAGREEN	100	None	STANDARD
346	S075_SNV	JG075A_346	EVAGREEN	100	None	STANDARD
347	S075_SNV	JG075A_347	EVAGREEN	100	None	STANDARD
348	S075_SNV	JG075A_348	EVAGREEN	100	None	STANDARD
349	S075_SNV	JG075A_349	EVAGREEN	100	None	STANDARD
350	S075_SNV	JG075A_350	EVAGREEN	100	None	STANDARD
351	S075_SNV	JG075A_351	EVAGREEN	100	None	STANDARD
361	S075_SNV	JG075A_361	EVAGREEN	10	None	STANDARD
362	S075_SNV	JG075A_362	EVAGREEN	10	None	STANDARD
363	S075_SNV	JG075A_363	EVAGREEN	10	None	STANDARD
364	S075_SNV	JG075A_364	EVAGREEN	10	None	STANDARD
365	S075_SNV	JG075A_365	EVAGREEN	10	None	STANDARD
366	S075_SNV	JG075A_366	EVAGREEN	10	None	STANDARD
367	S075_SNV	JG075A_367	EVAGREEN	10	None	STANDARD
368	S075_SNV	JG075A_368	EVAGREEN	10	None	STANDARD
369	S075_SNV	JG075A_369	EVAGREEN	10	None	STANDARD
370	S075_SNV	JG075A_370	EVAGREEN	10	None	STANDARD
371	S075_SNV	JG075A_371	EVAGREEN	10	None	STANDARD
372	S075_SNV	JG075A_372	EVAGREEN	10	None	STANDARD
373	S075_SNV	JG075A_373	EVAGREEN	10	None	STANDARD
374	S075_SNV	JG075A_374	EVAGREEN	10	None	STANDARD
375	S075_SNV	JG075A_375	EVAGREEN	10	None	STANDARD
