* Instrument Type = QuantStudio 6
* Passive Reference = ROX
[Sample Setup]
Well	Target Name	Sample Name	Reporter	Quantity	Quencher	Task
242	S075_SNVFAM	JG075C_242	FAM	1000000	None	STANDARD
242	S075_SNVHEX	JG075C_242	HEX	1000000	None	STANDARD
243	S075_SNVFAM	JG075C_243	FAM	1000000	None	STANDARD
243	S075_SNVHEX	JG075C_243	HEX	1000000	None	STANDARD
244	S075_SNVFAM	JG075C_244	FAM	1000000	None	STANDARD
244	S075_SNVHEX	JG075C_244	HEX	1000000	None	STANDARD
245	S075_SNVFAM	JG075C_245	FAM	1000000	None	STANDARD
245	S075_SNVHEX	JG075C_245	HEX	1000000	None	STANDARD
246	S075_SNVFAM	JG075C_246	FAM	1000000	None	STANDARD
246	S075_SNVHEX	JG075C_246	HEX	1000000	None	STANDARD
247	S075_SNVFAM	JG075C_247	FAM	1000000	None	STANDARD
247	S075_SNVHEX	JG075C_247	HEX	1000000	None	STANDARD
248	S075_SNVFAM	JG075C_248	FAM	1000000	None	STANDARD
248	S075_SNVHEX	JG075C_248	HEX	1000000	None	STANDARD
249	S075_SNVFAM	JG075C_249	FAM	1000000	None	STANDARD
249	S075_SNVHEX	JG075C_249	HEX	1000000	None	STANDARD
250	S075_SNVFAM	JG075C_250	FAM	1000000	None	STANDARD
250	S075_SNVHEX	JG075C_250	HEX	1000000	None	STANDARD
251	S075_SNVFAM	JG075C_251	FAM	1000000	None	STANDARD
251	S075_SNVHEX	JG075C_251	HEX	1000000	None	STANDARD
252	S075_SNVFAM	JG075C_252	FAM	1000000	None	STANDARD
252	S075_SNVHEX	JG075C_252	HEX	1000000	None	STANDARD
253	S075_SNVFAM	JG075C_253	FAM	1000000	None	STANDARD
253	S075_SNVHEX	JG075C_253	HEX	1000000	None	STANDARD
254	S075_SNVFAM	JG075C_254	FAM	1000000	None	STANDARD
254	S075_SNVHEX	JG075C_254	HEX	1000000	None	STANDARD
255	S075_SNVFAM	JG075C_255	FAM	1000000	None	STANDARD
255	S075_SNVHEX	JG075C_255	HEX	1000000	None	STANDARD
256	S075_SNVFAM	JG075C_256	FAM	1000000	None	STANDARD
256	S075_SNVHEX	JG075C_256	HEX	1000000	None	STANDARD
265	S075_SNVFAM	JG075C_265	FAM	100000	None	STANDARD
265	S075_SNVHEX	JG075C_265	HEX	100000	None	STANDARD
266	S075_SNVFAM	JG075C_266	FAM	100000	None	STANDARD
266	S075_SNVHEX	JG075C_266	HEX	100000	None	STANDARD
267	S075_SNVFAM	JG075C_267	FAM	100000	None	STANDARD
267	S075_SNVHEX	JG075C_267	HEX	100000	None	STANDARD
268	S075_SNVFAM	JG075C_268	FAM	100000	None	STANDARD
268	S075_SNVHEX	JG075C_268	HEX	100000	None	STANDARD
269	S075_SNVFAM	JG075C_269	FAM	100000	None	STANDARD
269	S075_SNVHEX	JG075C_269	HEX	100000	None	STANDARD
270	S075_SNVFAM	JG075C_270	FAM	100000	None	STANDARD
270	S075_SNVHEX	JG075C_270	HEX	100000	None	STANDARD
271	S075_SNVFAM	JG075C_271	FAM	100000	None	STANDARD
271	S075_SNVHEX	JG075C_271	HEX	100000	None	STANDARD
272	S075_SNVFAM	JG075C_272	FAM	100000	None	STANDARD
272	S075_SNVHEX	JG075C_272	HEX	100000	None	STANDARD
273	S075_SNVFAM	JG075C_273	FAM	100000	None	STANDARD
273	S075_SNVHEX	JG075C_273	HEX	100000	None	STANDARD
274	S075_SNVFAM	JG075C_274	FAM	100000	None	STANDARD
274	S075_SNVHEX	JG075C_274	HEX	100000	None	STANDARD
275	S075_SNVFAM	JG075C_275	FAM	100000	None	STANDARD
275	S075_SNVHEX	JG075C_275	HEX	100000	None	STANDARD
276	S075_SNVFAM	JG075C_276	FAM	100000	None	STANDARD
276	S075_SNVHEX	JG075C_276	HEX	100000	None	STANDARD
277	S075_SNVFAM	JG075C_277	FAM	100000	None	STANDARD
277	S075_SNVHEX	JG075C_277	HEX	100000	None	STANDARD
278	S075_SNVFAM	JG075C_278	FAM	100000	None	STANDARD
278	S075_SNVHEX	JG075C_278	HEX	100000	None	STANDARD
279	S075_SNVFAM	JG075C_279	FAM	100000	None	STANDARD
279	S075_SNVHEX	JG075C_279	HEX	100000	None	STANDARD
280	S075_SNVFAM	JG075C_280	FAM	100000	None	STANDARD
280	S075_SNVHEX	JG075C_280	HEX	100000	None	STANDARD
289	S075_SNVFAM	JG075C_289	FAM	10000	None	STANDARD
289	S075_SNVHEX	JG075C_289	HEX	10000	None	STANDARD
290	S075_SNVFAM	JG075C_290	FAM	10000	None	STANDARD
290	S075_SNVHEX	JG075C_290	HEX	10000	None	STANDARD
291	S075_SNVFAM	JG075C_291	FAM	10000	None	STANDARD
291	S075_SNVHEX	JG075C_291	HEX	10000	None	STANDARD
292	S075_SNVFAM	JG075C_292	FAM	10000	None	STANDARD
292	S075_SNVHEX	JG075C_292	HEX	10000	None	STANDARD
293	S075_SNVFAM	JG075C_293	FAM	10000	None	STANDARD
293	S075_SNVHEX	JG075C_293	HEX	10000	None	STANDARD
294	S075_SNVFAM	JG075C_294	FAM	10000	None	STANDARD
294	S075_SNVHEX	JG075C_294	HEX	10000	None	STANDARD
295	S075_SNVFAM	JG075C_295	FAM	10000	None	STANDARD
295	S075_SNVHEX	JG075C_295	HEX	10000	None	STANDARD
296	S075_SNVFAM	JG075C_296	FAM	10000	None	STANDARD
296	S075_SNVHEX	JG075C_296	HEX	10000	None	STANDARD
297	S075_SNVFAM	JG075C_297	FAM	10000	None	STANDARD
297	S075_SNVHEX	JG075C_297	HEX	10000	None	STANDARD
298	S075_SNVFAM	JG075C_298	FAM	10000	None	STANDARD
298	S075_SNVHEX	JG075C_298	HEX	10000	None	STANDARD
299	S075_SNVFAM	JG075C_299	FAM	10000	None	STANDARD
