,Target,PrimerPair,Reporter,Well,Copies,lg10_Copies,BP,GC,F0_lg,K,m,r,ρ,τ
251,S067_76f36b_β_Avg_2,FP001-FP005,EVAGREEN,95.0,13888888.75,4.5,47.0,0.5106382978723404,-4.949393356559179,0.3283894491238011,0.00048618101491826993,0.6693454456924177,0.24272776406175425,24.526114090382436
252,S067_76f36b_β_Avg_3,FP001-FP005,EVAGREEN,59.0,22222000.0,6.0,71.0,0.2535211267605634,-5.455763235122097,0.40679077580060624,0.0010197514336334024,0.885453231532605,0.16382279285288143,20.49176734250505
253,S067_76f36b_β_LVM_0,FP001-FP005,EVAGREEN,286.0,15873014.285714285,5.0,51.0,0.2156862745098039,-6.710113706868931,0.27935410661325605,0.0009379955737676834,0.9147982499058813,0.14477883673697106,24.36020641060585
254,S067_76f36b_β_LVM_2,FP001-FP005,EVAGREEN,287.0,13888888.75,4.5,32.0,0.375,-5.892421972165679,0.2805611949634012,0.00037630320427003836,0.8305570657469882,0.17676222336706748,23.536270241787186
255,S067_76f36b_β_LVM_3,FP001-FP005,EVAGREEN,251.0,22222000.0,6.0,45.0,0.4222222222222222,-5.466429779169971,0.3486623534786965,0.0002499633959299785,0.8246106511985161,0.18314212765050422,22.01423956898488
256,S067_8a718d_a_Avg_0,FP001-FP005,HEX,75.0,15873014.285714285,5.0,45.0,0.4666666666666667,-6.5876425942925705,0.8410713076483826,0.008981130655354792,0.8123647448445608,0.17593363372335968,26.964694775770997
257,S067_8a718d_a_Avg_1,FP001-FP005,HEX,103.0,13888888.75,4.5,87.0,0.27586206896551724,-8.905591837746703,0.8133191276025911,0.012679845267194987,0.8799310436886818,0.15427496410771663,36.28066010713875
258,S067_8a718d_a_Avg_2,FP001-FP005,HEX,96.0,13888888.75,4.5,82.0,0.3048780487804878,-6.658555959189334,0.8172509168682993,0.008233427130280977,0.9558853326758847,0.13244043239511044,23.18385470135952
259,S067_8a718d_a_Avg_3,FP001-FP005,HEX,60.0,22222000.0,6.0,82.0,0.2926829268292683,-5.709732675044916,0.7538897248553379,0.009518677925936674,0.962779283215616,0.138023601843072,19.7033344142952
260,S067_8a718d_a_LVM_0,FP001-FP005,HEX,267.0,15873014.285714285,5.0,56.0,0.48214285714285715,-5.39343620095251,0.829828471060081,0.013776752139317453,0.7945614600097246,0.19487024356679047,22.535473249770455
261,S067_8a718d_a_LVM_1,FP001-FP005,HEX,291.0,13888888.75,4.5,89.0,0.3595505617977528,-6.9389265970286935,0.8087423279323639,0.00887251639056876,0.821373187120658,0.17840829077969417,28.720825760950667
262,S067_8a718d_a_LVM_2,FP001-FP005,HEX,288.0,13888888.75,4.5,138.0,0.34782608695652173,-5.742226697540308,0.8086830340933703,0.007241569028624324,0.8498076375395949,0.17251179218746618,22.435543554294842
263,S067_8a718d_a_LVM_3,FP001-FP005,HEX,252.0,22222000.0,6.0,53.0,0.49056603773584906,-5.552198381221459,0.6888482377439391,0.022837607421465376,0.8772281890440677,0.16623954634470223,21.03616822483686
264,S067_8a718d_b_Avg_0,FP002-RP001x,FAM,76.0,15873014.285714285,5.0,92.0,0.41304347826086957,-6.585022946250693,0.6904071891735729,0.021487996625479726,0.8050444705960232,0.1779064152351952,27.193910655076028
265,S067_8a718d_b_Avg_1,FP002-RP001x,FAM,106.0,13888888.75,4.5,71.0,0.4647887323943662,-6.572801950041511,0.6684635492225363,0.030898642169925113,0.813804170014854,0.1813224625747687,27.490403072026773
266,S067_8a718d_b_Avg_2,FP002-RP001x,FAM,97.0,13888888.75,4.5,70.0,0.38571428571428573,-5.585878667817225,0.6608333007509928,0.022207075599232958,0.887920259620918,0.16115064418252278,20.952756534488316
267,S067_8a718d_b_Avg_3,FP002-RP001x,FAM,61.0,22222000.0,6.0,70.0,0.37142857142857144,-5.321088306605143,0.5875706709317434,0.03075914859997112,0.8849357556659804,0.16717190398441917,19.89216780698633
268,S067_8a718d_b_LVM_0,FP002-RP001x,FAM,268.0,15873014.285714285,5.0,70.0,0.4142857142857143,-5.365244753692385,0.7164085111250397,0.019107955920392668,0.8415977193016982,0.17945436841540285,21.187515631497547
269,S067_8a718d_b_LVM_1,FP002-RP001x,FAM,295.0,13888888.75,4.5,86.0,0.3953488372093023,-7.349823931017212,0.5973122326819914,0.016472420386367308,0.8457494646602441,0.17135697520798862,30.292179964664207
270,S067_8a718d_b_LVM_2,FP002-RP001x,FAM,289.0,13888888.75,4.5,127.0,0.3858267716535433,-5.216957104887806,0.688910862609592,0.025684595699976095,0.8523844296849248,0.17644366788235147,20.357971765074666
271,S067_8a718d_b_LVM_3,FP002-RP001x,FAM,253.0,22222000.0,6.0,70.0,0.48571428571428565,-5.20715280531891,0.5539040594966635,0.02122879212685593,0.861385776223646,0.17495877328966677,20.096218628450067
272,S067_8a718d_c_Avg_0,FP005-RP002x,HEX,77.0,15873014.285714285,5.0,45.0,0.4666666666666667,-5.78797837587495,0.7514140158227353,0.010865374614657437,0.6673059672345651,0.23095468161730334,28.870376874084883
273,S067_8a718d_c_Avg_1,FP005-RP002x,HEX,85.4,22220002.0,5.4,87.0,0.27586206896551724,-9.71113941025285,0.6634224707570582,0.00760395270569868,0.7499161781772383,0.20816356630316374,43.23392496030598
274,S067_8a718d_c_Avg_2,FP005-RP002x,HEX,98.0,13888888.75,4.5,82.0,0.3048780487804878,-5.207333835880739,0.75578178287529,0.010357534816217666,0.7924215955916295,0.19629213175003551,21.896807279859136
275,S067_8a718d_c_Avg_3,FP005-RP002x,HEX,62.0,22222000.0,6.0,82.0,0.2926829268292683,-5.0994179792102585,0.6779633671626133,0.011042257262493032,0.8078288226740302,0.19402616307672255,20.997690488106795
276,S067_8a718d_c_LVM_0,FP005-RP002x,HEX,269.0,15873014.285714285,5.0,59.0,0.3389830508474576,-6.092378158758328,0.8056120022944739,0.008749228037752577,0.7257586104426919,0.2072015486595091,27.891433884940348
277,S067_8a718d_c_LVM_1,FP005-RP002x,HEX,298.0,13888888.75,4.5,309.0,0.22330097087378642,-5.476523263661592,0.685193178318998,0.009607773678117631,0.5548854657522798,0.2853038813245117,33.842587405838444
278,S067_8a718d_c_LVM_2,FP005-RP002x,HEX,290.0,13888888.75,4.5,120.0,0.3416666666666667,-4.752895242340424,0.7126038121101881,0.011458795296131648,0.7085726484526698,0.231435174662148,22.31215260568423
279,S067_8a718d_c_LVM_3,FP005-RP002x,HEX,254.0,22222000.0,6.0,40.0,0.325,-5.111120287434234,0.665661486333306,0.011728669513286006,0.7844950272946238,0.20133436455929582,21.666543315951177
280,S067_8a718d_d_Avg_0,FP004-FP005,EVAGREEN,78.0,15873014.285714285,5.0,149.0,0.45637583892617456,-5.343079031079799,0.5197522173280776,0.0023352996659729325,0.5882181789555173,0.26701578513279367,30.023008181657623
281,S067_8a718d_d_Avg_1,FP004-FP005,EVAGREEN,94.0,13888888.75,4.5,41.0,0.4878048780487805,-6.346154156228767,0.25537750299951306,0.0018100649007097248,0.7156016682564631,0.2122267034829801,29.3438907593294
282,S067_8a718d_d_Avg_2,FP004-FP005,EVAGREEN,99.0,13888888.75,4.5,47.0,0.6595744680851063,-4.475506233589372,0.36928070106751343,0.0009577314736159238,0.5544187710861439,0.2945991613123155,26.70895188141049
283,S067_8a718d_d_Avg_3,FP004-FP005,EVAGREEN,63.0,22222000.0,6.0,51.0,0.6470588235294118,-4.3208406945714435,0.35534671600923873,0.0005126660532798194,0.5173451530663286,0.313786112210785,27.64555180009886
284,S067_8a718d_d_LVM_0,FP004-FP005,EVAGREEN,270.0,15873014.285714285,5.0,43.0,0.6511627906976745,-8.775862477604965,0.30571632521327563,0.005882688800172927,0.7276403439540958,0.18970858981106192,39.58923515588406
285,S067_8a718d_d_LVM_1,FP004-FP005,EVAGREEN,244.0,27775000.0,6.5,91.0,0.3956043956043956,-4.364635603987161,0.29504767001556426,0.0012975337332428653,0.7453600962781533,0.22597167490202763,19.31933996421288
286,S067_8a718d_d_LVM_2,FP004-FP005,EVAGREEN,291.0,13888888.75,4.5,182.0,0.42857142857142855,-4.1792229735959205,0.6142270515830804,0.0012247020210522448,0.6025332928521301,0.28204069879992055,22.95544950893719
287,S067_8a718d_d_LVM_3,FP004-FP005,EVAGREEN,255.0,22222000.0,6.0,131.0,0.45038167938931295,-4.399469385582804,0.5053175296418592,0.0013930320125173493,0.6115394887815152,0.2762552872383738,23.67010982029795
288,S067_8a718d_e_Avg_0,FP004-RP004,FAM,87.0,16851850.0,4.666666666666667,102.0,0.45098039215686275,-6.452452537117597,0.6478344396961687,0.015667966852897293,0.6962992814921236,0.21437254739410952,30.82220779595836
289,S067_8a718d_e_Avg_1,FP004-RP004,FAM,101.0,13888888.75,4.5,89.0,0.42696629213483145,-6.116823431587983,0.6621486287981387,0.017768557895562153,0.7524059313252991,0.2050952799618967,27.751959557229135
290,S067_8a718d_e_Avg_2,FP004-RP004,FAM,100.0,13888888.75,4.5,97.0,0.44329896907216493,-5.258727636829847,0.8829801100298522,0.01948421387069719,0.7861418893163434,0.1983771633688451,22.240300363059042
291,S067_8a718d_e_Avg_3,FP004-RP004,FAM,64.0,22222000.0,6.0,63.0,0.5396825396825397,-4.545246679493691,0.7692584119256408,0.01644799801454055,0.7489685623316527,0.2221408469285276,20.160473926801984
292,S067_8a718d_e_LVM_0,FP004-RP004,FAM,271.0,15873014.285714285,5.0,175.0,0.2571428571428571,-5.872092022725139,0.667665710185381,0.01589574555019843,0.780648037603897,0.1947373187637087,24.96676900860709
293,S067_8a718d_e_LVM_1,FP004-RP004,FAM,287.0,13888888.75,4.5,157.0,0.25477707006369427,-6.805946863022655,0.6257782759453012,0.02372960691525894,0.7449893689910302,0.20190773018119626,30.679765233782625
294,S067_8a718d_e_LVM_2,FP004-RP004,FAM,292.0,13888888.75,4.5,149.0,0.3422818791946309,-5.335228417917577,0.8570607947540836,0.016673940754980347,0.8217893955997655,0.18594098584846822,21.532669515922056
295,S067_8a718d_e_LVM_3,FP004-RP004,FAM,256.0,22222000.0,6.0,97.0,0.4639175257731959,-4.721233555728017,0.7761636668397068,0.01856534345690835,0.7607766561942859,0.2151089799485384,20.591351404677425
296,S067_8a718d_α_Avg_0,FP001-RP001x,EVAGREEN,69.0,18516850.0,5.166666666666667,45.0,0.4666666666666666,-6.6051320992331135,0.3407074079538539,0.0005367350443887436,0.8002615982532796,0.17966725939199923,27.366314095995957
297,S067_8a718d_α_Avg_2,FP001-RP001x,EVAGREEN,101.0,13888888.75,4.5,47.0,0.5106382978723404,-5.237035136604497,0.2914292333006519,0.0003733446196792393,0.7238565910767307,0.21941316209371306,24.004467964077627
298,S067_8a718d_α_Avg_3,FP001-RP001x,EVAGREEN,65.0,22222000.0,6.0,74.0,0.25675675675675674,-5.911715399501349,0.32824402215462994,0.000169687313745372,0.9796698459058764,0.13066291264730925,20.108224513218513
299,S067_8a718d_α_LVM_0,FP001-RP001x,EVAGREEN,265.0,15873014.285714285,5.0,98.0,0.23469387755102042,-7.940741490247128,0.43049413301418893,0.00015321362795366755,0.9397124387044249,0.12987030581377215,28.025002724491863
300,S067_8a718d_α_LVM_1,FP001-RP001x,EVAGREEN,277.0,13888888.75,4.5,182.0,0.21978021978021978,-6.684664080083245,0.5550249405623722,0.0014290621128461253,0.7976847679177218,0.18482198579795875,27.841443047862047
301,S067_8a718d_α_LVM_2,FP001-RP001x,EVAGREEN,294.7142857142857,15858730.0,4.428571428571429,199.0,0.22613065326633167,-5.0275168300347035,0.5666421792834914,0.0006511188710959073,0.800982466116472,0.19524601712352435,20.857956619134082
302,S067_8a718d_α_LVM_3,FP001-RP001x,EVAGREEN,251.0,27752500.0,6.25,137.0,0.21897810218978103,-5.556028744435245,0.48365653914808415,0.0004607329681863161,0.930941863755175,0.1487675234349063,19.843334681463574
303,S067_8a718d_β_Avg_0,FP002-RP002x,EVAGREEN,74.0,15873014.285714285,5.0,45.0,0.44444444444444436,-6.440952834687011,0.2499663457585963,0.001753834729684213,0.7295763747022562,0.20345138751878658,29.281647796717348
304,S067_8a718d_β_Avg_3,FP002-RP002x,EVAGREEN,66.0,22222000.0,6.0,74.0,0.25675675675675674,-5.671362329330819,0.26384467027416053,0.0012033554554134174,0.8761226367096263,0.16566015421698416,21.460870231131285
305,S067_8a718d_β_LVM_0,FP002-RP002x,EVAGREEN,266.0,15873014.285714285,5.0,41.0,0.4634146341463415,-6.909814835011941,0.25605521265028275,0.001580519588146971,0.7633184482444938,0.18876671740963208,29.992124716360706
306,S067_8a718d_β_LVM_1,FP002-RP002x,EVAGREEN,282.0,13888888.75,4.5,24.0,0.4166666666666667,-6.644597910041121,0.16593688226375017,0.001487997952709266,0.8575011958444173,0.16374315525182992,25.627243216475343
307,S067_8a718d_β_LVM_3,FP002-RP002x,EVAGREEN,258.0,22222000.0,6.0,38.0,0.42105263157894735,-5.777456125632057,0.21844125652402843,0.001052510670221263,0.8534115816121689,0.1714378160823083,22.411621518091078
308,S067_b12a22_a_Avg_0,FP001-RP004,EVAGREEN,82.0,15873014.285714285,5.0,77.0,0.2597402597402597,-8.306407105803356,0.24506696525152966,0.0013680438080978085,0.9668456141192646,0.1203029762469963,28.57486975446523
309,S067_b12a22_a_Avg_2,FP001-RP004,EVAGREEN,103.0,13888888.75,4.5,53.0,0.22641509433962265,-6.693000552229283,0.25848214376005896,0.00019441382195031093,0.9874258053299121,0.12437606370645284,23.013055674407696
310,S067_b12a22_a_Avg_3,FP001-RP004,EVAGREEN,67.0,22222000.0,6.0,55.0,0.2363636363636364,-6.680971548713797,0.26259067680081083,0.00024822066874162225,1.021720966740158,0.11392112019880196,21.72262491808495
311,S067_b12a22_a_LVM_0,FP001-RP004,EVAGREEN,274.0,15873014.285714285,5.0,58.0,0.2241379310344828,-8.391940101947384,0.22596962980210836,0.001550396257993264,0.9555010817538667,0.12287217570784617,29.167082704635995
312,S067_b12a22_a_LVM_1,FP001-RP004,EVAGREEN,281.0,13888888.75,4.5,22.0,0.22727272727272727,-6.546734377783218,0.14470385132646083,0.0007137505408577022,0.9256131552833881,0.16233262581559024,24.937502033066163
313,S067_b12a22_a_LVM_2,FP001-RP004,EVAGREEN,295.0,13888888.75,4.5,28.0,0.39285714285714285,-7.490962250779942,0.18764485577309983,0.00027794697224373403,1.0259603807823012,0.1086753774329739,24.282981393306297
314,S067_b12a22_a_LVM_3,FP001-RP004,EVAGREEN,259.0,22222000.0,6.0,40.0,0.425,-5.813260336164687,0.2623497968295445,0.00035134149454519323,0.8680185627147555,0.16626778579783807,22.202399046563013
315,S067_b12a22_b_Avg_0,FP002-RP004,EVAGREEN,83.0,15873014.285714285,5.0,77.0,0.2597402597402597,-7.647941657393153,0.2294967994354098,0.0014285826494657551,0.8901704948977959,0.14551879851199204,28.531417910793355
316,S067_b12a22_b_LVM_0,FP002-RP004,EVAGREEN,275.0,15873014.285714285,5.0,45.0,0.22222222222222218,-8.379122867531342,0.1909445790049014,0.0014002970586002863,0.9241301912175797,0.1323236673578209,30.057679088884957
317,S067_b12a22_b_LVM_3,FP002-RP004,EVAGREEN,260.0,22222000.0,6.0,11.0,0.4545454545454545,-5.96954709283942,0.16696037739527717,0.0012613626316878921,0.8886944483462687,0.16393190475216762,21.937414349353073
318,S067_b12a22_c_Avg_0,FP004-RP004,FAM,84.0,15873014.285714285,5.0,72.0,0.3333333333333333,-7.147930968897322,0.6485992033231255,0.02785253882468926,0.8299633948182272,0.16620889729930907,28.651108629723815
319,S067_b12a22_c_Avg_1,FP004-RP004,FAM,100.0,13888888.75,4.5,48.0,0.4583333333333333,-6.535306256454977,0.685037036852206,0.01865333637898825,0.7744022209403854,0.19417288309906827,28.64081921984522
320,S067_b12a22_c_Avg_2,FP004-RP004,FAM,105.0,13888888.75,4.5,171.0,0.49707602339181284,-4.4493376030135305,0.7793879898505282,0.01220857516760213,0.6352803988333936,0.2637772748788219,23.27970216255284
321,S067_b12a22_c_Avg_3,FP004-RP004,FAM,69.0,22222000.0,6.0,49.0,0.6938775510204082,-4.306378519283774,0.6567089414159415,0.014133299297134971,0.6320206042508997,0.26925127071910526,22.63560960803114
322,S067_b12a22_c_LVM_0,FP004-RP004,FAM,276.0,15873014.285714285,5.0,278.0,0.3597122302158273,-6.631896080154928,0.6170708999579738,0.020297428641636438,0.674925834825185,0.21919285093579163,32.65984469282724
323,S067_b12a22_c_LVM_1,FP004-RP004,FAM,286.0,13888888.75,4.5,256.0,0.33984375,-6.16764993855862,0.6449225448921758,0.015878707688839217,0.6580883065953352,0.23620887860256679,31.738796004529828
324,S067_b12a22_c_LVM_2,FP004-RP004,FAM,297.0,13888888.75,4.5,256.0,0.328125,-4.895700466959881,0.7726236594287001,0.014152979076262983,0.7541961000568876,0.21310046745311842,21.553957801532516
325,S067_b12a22_c_LVM_3,FP004-RP004,FAM,261.0,22222000.0,6.0,309.0,0.3592233009708738,-5.003753705761542,0.6755461706608079,0.022075078806134386,0.6938562235804296,0.23377980939975904,23.942113161748814
326,S067_b12a22_d_Avg_0,FP004-FP005,HEX,85.0,15873014.285714285,5.0,206.0,0.6310679611650486,-4.529773184783834,0.4298581707957566,0.024361341309020578,0.4412357469852669,0.33778519017087916,34.00921422501305
327,S067_b12a22_d_Avg_1,FP004-FP005,HEX,99.0,13888888.75,4.5,185.0,0.5405405405405406,-4.649830129458772,0.626987718401536,0.016100911037963416,0.4768221649890674,0.33084040431205897,33.03377044862342
328,S067_b12a22_d_Avg_2,FP004-FP005,HEX,106.0,13888888.75,4.5,230.0,0.6347826086956522,-3.68908750231576,0.5556078973540198,0.021783188609682796,0.4427968024372026,0.35950646153544863,27.640222133740593
329,S067_b12a22_d_Avg_3,FP004-FP005,HEX,70.0,22222000.0,6.0,224.0,0.6205357142857143,-3.3891351587813063,0.5546288010836105,0.014577563779864952,0.4445055168226048,0.3702518337778405,25.16364467942077
330,S067_b12a22_d_LVM_0,FP004-FP005,HEX,277.0,15873014.285714285,5.0,354.0,0.3474576271186441,-5.962691133227493,0.7088073508187839,0.01192131475296437,0.5887346818336454,0.2559589302233292,33.656709925430235
331,S067_b12a22_d_LVM_1,FP004-FP005,HEX,285.0,13888888.75,4.5,427.0,0.3185011709601874,-5.753798681378273,0.710271160088916,0.011013399131612275,0.5247839280615877,0.2913799321513307,37.497831542476035
332,S067_b12a22_d_LVM_2,FP004-FP005,HEX,298.0,13888888.75,4.5,49.0,0.2653061224489796,-5.373982045760432,0.7271742932616749,0.010141168701263142,0.8221391382991319,0.18449899085837207,21.749642522198968
333,S067_b12a22_d_LVM_3,FP004-FP005,HEX,238.0,37000000.0,7.0,476.0,0.34873949579831925,-3.9726283998692273,0.6011888916567472,0.010597801214621621,0.5854280280832285,0.29182242948670417,22.487712170676712
334,S067_b12a22_α_Avg_0,FP001-RP001x,EVAGREEN,80.0,15873014.285714285,5.0,45.0,0.44444444444444436,-7.615523356042234,0.2795251595904446,0.00030557874514940944,0.8704615010400432,0.15178369104137748,29.016199086183548
335,S067_b12a22_α_Avg_2,FP001-RP001x,EVAGREEN,107.0,13888888.75,4.5,60.0,0.25,-6.906199323242557,0.23418904808095664,0.00015713088875630917,0.999303125168607,0.11863984979600208,22.97866846916071
336,S067_b12a22_α_Avg_3,FP001-RP001x,EVAGREEN,71.0,22222000.0,6.0,65.0,0.24615384615384617,-6.047337404397301,0.24637836932984633,0.00024354395037311924,0.9563807003640535,0.1367768063938385,21.053574301680893
337,S067_b12a22_α_LVM_0,FP001-RP001x,EVAGREEN,264.0,18518350.0,5.333333333333333,87.0,0.2413793103448276,-6.94812819219035,0.3770823072061025,0.0014460036028388417,0.7717780501552126,0.1855740354775541,29.87928570339604
338,S067_b12a22_α_LVM_1,FP001-RP001x,EVAGREEN,279.0,13888888.75,4.5,190.0,0.22105263157894736,-6.973610396040286,0.4611365573444799,0.001007773308480896,0.8089848963236806,0.1802771268074201,28.825203993738988
339,S067_b12a22_α_LVM_2,FP001-RP001x,EVAGREEN,299.0,13888888.75,4.5,206.0,0.22330097087378642,-5.481816170167563,0.474887589791786,0.000258811226636378,0.8350479307692309,0.17856891325977028,21.826441044842884
340,S067_b12a22_α_LVM_3,FP001-RP001x,EVAGREEN,263.0,22222000.0,6.0,49.0,0.5102040816326531,-5.266440709375055,0.25489955064857145,0.0003275257969871557,0.776445118456482,0.2013916052789307,22.56038020185531
341,S067_b12a22_β_Avg_0,FP002-RP002x,EVAGREEN,81.0,15873014.285714285,5.0,45.0,0.44444444444444436,-6.8851571769704965,0.24225835734227238,0.0016014024872117497,0.780680183087194,0.18371442438893024,29.27103765486293
342,S067_b12a22_β_Avg_2,FP002-RP002x,EVAGREEN,108.0,13888888.75,4.5,60.0,0.25,-6.202488295585575,0.20553121276741082,0.0014750033361724964,0.8760197171478548,0.15902801109407444,23.758555272753906
343,S073.0.0,FP017-RP015,FAM,109.0,22222000.0,6.0,83.0,0.4096385542168674,-4.518938809620508,0.9411027985000636,0.025311122711303907,0.7722762928968705,0.2139177197655469,19.46396166466087
344,S073.0.1,FP017-RP015,FAM,134.0,18518500.0,5.5,83.0,0.3253012048192771,-4.8993140860750275,1.0308788393275115,0.007867429377066512,0.7977444921464092,0.19981562090788832,20.4613130255036
345,S073.0.2,FP017-RP015,FAM,135.0,18518500.0,5.5,235.0,0.4085106382978723,-3.8742240299781,0.87226832145587,0.008458557891898333,0.5673334633521429,0.3036014491970487,22.70634917758205
346,S073.0.3,FP017-RP015,FAM,136.0,18518500.0,5.5,275.0,0.6654545454545454,-3.259231149421959,0.7677801024417698,0.014152240501200258,0.4247022388726172,0.38324846002340385,25.41523913408966
347,S073.0.4,FP017-RP015,FAM,137.0,18518500.0,5.5,155.0,0.20000000000000004,-4.86009892591114,0.9803684472054783,0.009343100032472124,0.7060898528163612,0.23137353769015845,22.965642773415453
348,S073.0.5,FP017-RP015,FAM,138.0,18518500.0,5.5,155.0,0.5806451612903226,-3.4949464643747774,0.8800245120963693,0.01051177943896238,0.5062129748424872,0.33943597170576073,22.93117550750284
349,S073.0.7,FP017-RP015,FAM,140.0,18518500.0,5.5,83.0,0.40963855421686746,-4.643133359195766,0.9189019594059936,0.007984863098327875,0.7208675404059036,0.22936862470889818,21.464546523311167
350,S073.1.0,FP014-RP014,HEX,141.0,18518500.0,5.5,79.0,0.43037974683544306,-5.873679100139037,0.5610062053768923,0.04627916398664308,0.9906994589157717,0.12793494082730203,19.747450862850744
351,S073.1.1,FP014-RP014,HEX,142.0,18518500.0,5.5,79.0,0.34177215189873417,-5.823959154194013,0.6071697660786574,0.008484306768065353,0.9997731531905439,0.12558040098811285,19.422849433191228
352,S073.1.2,FP014-RP014,HEX,143.0,18518500.0,5.5,231.0,0.41558441558441556,-4.840812726250244,0.5533672363397365,0.00955812880049151,0.7256540019975303,0.22434437863903045,22.19510329910051
353,S073.1.3,FP014-RP014,HEX,144.0,18518500.0,5.5,271.0,0.6752767527675276,-3.803519311885467,0.517306136331903,0.018510166906125395,0.5322068188447334,0.31889410813685704,23.71050667295216
354,S073.1.4,FP014-RP014,HEX,145.0,18518500.0,5.5,151.0,0.20529801324503313,-6.0184189867695155,0.588738531002843,0.008358764932162139,0.9539859251049699,0.13735751629443851,21.022704516652052
355,S073.1.5,FP014-RP014,HEX,146.0,18518500.0,5.5,151.0,0.5960264900662252,-4.401969698736347,0.5452291097305212,0.013022062278553166,0.659896871477924,0.2557128025186614,22.147141404733603
356,S073.1.6,FP014-RP014,HEX,147.0,18518500.0,5.5,35.0,0.45714285714285713,-6.15258086862061,0.5826507120749297,0.015901962410275288,1.0306740428407428,0.11407737484904591,19.89534432104021
357,S073.1.7,FP014-RP014,HEX,148.0,18518500.0,5.5,79.0,0.43037974683544306,-5.599658887130121,0.556832593699774,0.011706788459195289,0.933819624267909,0.1476833283404362,19.945889739164624
358,S073.2.0,FP016-RP016,HEX,137.0,20201909.09090909,5.7272727272727275,79.0,0.43037974683544306,-5.39109695625946,0.6116028730008457,0.011300840864661097,0.888994824424848,0.1640075990690918,20.161189554047972
359,S073.2.1,FP016-RP016,HEX,148.9090909090909,20192909.09090909,5.545454545454546,79.0,0.34177215189873417,-5.516420834726467,0.6439643388421018,0.006821618269404159,0.9346415176729223,0.14779415415724398,19.68070775788188
360,S073.2.2,FP016-RP016,HEX,151.0,18518500.0,5.5,231.0,0.41558441558441556,-4.429764999287366,0.5700952835400885,0.008168729614148015,0.6708529898604882,0.251939158968288,21.932465906559177
361,S073.2.3,FP016-RP016,HEX,152.0,18518500.0,5.5,271.0,0.6752767527675276,-3.703321219077242,0.5203004663061415,0.01373226569954703,0.4911788663713568,0.3399021767005786,24.907389271189405
362,S073.2.4,FP016-RP016,HEX,153.0,18518500.0,5.5,151.0,0.20529801324503313,-5.609777903251044,0.607721237399366,0.0070558165224368615,0.8862371138737872,0.1621574513779383,21.062574926308695
363,S073.2.5,FP016-RP016,HEX,154.0,18518500.0,5.5,151.0,0.5960264900662252,-3.9036828585197956,0.5708740755929111,0.008261248834498115,0.5769204691664834,0.2989421237870565,22.439723601474643
364,S073.2.6,FP016-RP016,HEX,155.0,18518500.0,5.5,35.0,0.45714285714285713,-5.710323637418637,0.6024887338961514,0.00780149343137274,0.956557917403602,0.13965501396364777,19.865758908436124
365,S073.2.7,FP016-RP016,HEX,156.0,18518500.0,5.5,79.0,0.43037974683544306,-5.274071794729927,0.5654899243448331,0.00849944881087899,0.8579313543253763,0.17546604659111598,20.399947176699055
366,S_PRDM1_WTa,FP003-RP003,HEX,191.0,25252525.0,5.0,97.0,0.5257731958762887,-4.581233633685027,0.5475642032849948,0.02158130071890312,0.6340751447465682,0.26507500618135865,23.981281902062275
367,S_PRDM1_WTb,FP003-RP008,HEX,194.5,25252525.0,5.0,83.0,0.5060240963855421,-4.826495827619087,0.5637473488834739,0.03516065088152773,0.7363836272292547,0.2229283709063724,21.81754048137793
