Target,lg10_Copies,Blocker,Blocker μM,Configuration,Well,WellName,Sample
S075_WT,1,L-MMMMx,1.0,2+2,171,H3,JG075B_171
S075_WT,1,L-MMMMx,0.5623413251903491,2+2,172,H4,JG075B_172
S075_WT,1,L-MMMMx,0.31622776601683794,2+2,173,H5,JG075B_173
S075_WT,1,L-MMMMx,0.1778279410038923,2+2,174,H6,JG075B_174
S075_WT,1,L-MMMMx,0.1,2+2,175,H7,JG075B_175
S075_WT,1,L-MMMMx,0.0,2+2,176,H8,JG075B_176
S075_WT,1,L-MMMMx,3.1622776601683795,7+2,177,H9,JG075B_177
S075_WT,1,L-MMMMx,1.7782794100389228,7+2,178,H10,JG075B_178
S075_WT,1,L-MMMMx,1.0,7+2,179,H11,JG075B_179
S075_WT,1,L-MMMMx,0.5623413251903491,7+2,180,H12,JG075B_180
S075_WT,1,L-MMMMx,0.31622776601683794,7+2,181,H13,JG075B_181
S075_WT,1,L-MMMMx,0.1778279410038923,7+2,182,H14,JG075B_182
S075_WT,1,L-MMMMx,0.1,7+2,183,H15,JG075B_183
S075_WT,1,L-MMMMx,0.0,7+2,184,H16,JG075B_184
S075_SNV,8,L-MMMMx,3.1622776601683795,2+2,193,I1,JG075B_193
S075_SNV,8,L-MMMMx,1.7782794100389228,2+2,194,I2,JG075B_194
S075_SNV,8,L-MMMMx,1.0,2+2,195,I3,JG075B_195
S075_SNV,8,L-MMMMx,0.5623413251903491,2+2,196,I4,JG075B_196
S075_SNV,8,L-MMMMx,0.31622776601683794,2+2,197,I5,JG075B_197
S075_SNV,8,L-MMMMx,0.1778279410038923,2+2,198,I6,JG075B_198
S075_SNV,8,L-MMMMx,0.1,2+2,199,I7,JG075B_199
S075_SNV,8,L-MMMMx,0.0,2+2,200,I8,JG075B_200
S075_SNV,8,L-MMMMx,3.1622776601683795,7+2,201,I9,JG075B_201
S075_SNV,8,L-MMMMx,1.7782794100389228,7+2,202,I10,JG075B_202
S075_SNV,8,L-MMMMx,1.0,7+2,203,I11,JG075B_203
S075_SNV,8,L-MMMMx,0.5623413251903491,7+2,204,I12,JG075B_204
S075_SNV,8,L-MMMMx,0.31622776601683794,7+2,205,I13,JG075B_205
S075_SNV,8,L-MMMMx,0.1778279410038923,7+2,206,I14,JG075B_206
S075_SNV,8,L-MMMMx,0.1,7+2,207,I15,JG075B_207
S075_SNV,8,L-MMMMx,0.0,7+2,208,I16,JG075B_208
S075_SNV,7,L-MMMMx,3.1622776601683795,2+2,217,J1,JG075B_217
S075_SNV,7,L-MMMMx,1.7782794100389228,2+2,218,J2,JG075B_218
S075_SNV,7,L-MMMMx,1.0,2+2,219,J3,JG075B_219
S075_SNV,7,L-MMMMx,0.5623413251903491,2+2,220,J4,JG075B_220
S075_SNV,7,L-MMMMx,0.31622776601683794,2+2,221,J5,JG075B_221
S075_SNV,7,L-MMMMx,0.1778279410038923,2+2,222,J6,JG075B_222
S075_SNV,7,L-MMMMx,0.1,2+2,223,J7,JG075B_223
S075_SNV,7,L-MMMMx,0.0,2+2,224,J8,JG075B_224
S075_SNV,7,L-MMMMx,3.1622776601683795,7+2,225,J9,JG075B_225
S075_SNV,7,L-MMMMx,1.7782794100389228,7+2,226,J10,JG075B_226
S075_SNV,7,L-MMMMx,1.0,7+2,227,J11,JG075B_227
S075_SNV,7,L-MMMMx,0.5623413251903491,7+2,228,J12,JG075B_228
S075_SNV,7,L-MMMMx,0.31622776601683794,7+2,229,J13,JG075B_229
S075_SNV,7,L-MMMMx,0.1778279410038923,7+2,230,J14,JG075B_230
S075_SNV,7,L-MMMMx,0.1,7+2,231,J15,JG075B_231
S075_SNV,7,L-MMMMx,0.0,7+2,232,J16,JG075B_232
S075_SNV,6,L-MMMMx,3.1622776601683795,2+2,241,K1,JG075B_241
S075_SNV,6,L-MMMMx,1.7782794100389228,2+2,242,K2,JG075B_242
S075_SNV,6,L-MMMMx,1.0,2+2,243,K3,JG075B_243
S075_SNV,6,L-MMMMx,0.5623413251903491,2+2,244,K4,JG075B_244
S075_SNV,6,L-MMMMx,0.31622776601683794,2+2,245,K5,JG075B_245
S075_SNV,6,L-MMMMx,0.1778279410038923,2+2,246,K6,JG075B_246
S075_SNV,6,L-MMMMx,0.1,2+2,247,K7,JG075B_247
S075_SNV,6,L-MMMMx,0.0,2+2,248,K8,JG075B_248
S075_SNV,6,L-MMMMx,3.1622776601683795,7+2,249,K9,JG075B_249
S075_SNV,6,L-MMMMx,1.7782794100389228,7+2,250,K10,JG075B_250
S075_SNV,6,L-MMMMx,1.0,7+2,251,K11,JG075B_251
S075_SNV,6,L-MMMMx,0.5623413251903491,7+2,252,K12,JG075B_252
S075_SNV,6,L-MMMMx,0.31622776601683794,7+2,253,K13,JG075B_253
S075_SNV,6,L-MMMMx,0.1778279410038923,7+2,254,K14,JG075B_254
S075_SNV,6,L-MMMMx,0.1,7+2,255,K15,JG075B_255
S075_SNV,6,L-MMMMx,0.0,7+2,256,K16,JG075B_256
S075_SNV,5,L-MMMMx,3.1622776601683795,2+2,265,L1,JG075B_265
S075_SNV,5,L-MMMMx,1.7782794100389228,2+2,266,L2,JG075B_266
S075_SNV,5,L-MMMMx,1.0,2+2,267,L3,JG075B_267
S075_SNV,5,L-MMMMx,0.5623413251903491,2+2,268,L4,JG075B_268
S075_SNV,5,L-MMMMx,0.31622776601683794,2+2,269,L5,JG075B_269
S075_SNV,5,L-MMMMx,0.1778279410038923,2+2,270,L6,JG075B_270
S075_SNV,5,L-MMMMx,0.1,2+2,271,L7,JG075B_271
S075_SNV,5,L-MMMMx,0.0,2+2,272,L8,JG075B_272
S075_SNV,5,L-MMMMx,3.1622776601683795,7+2,273,L9,JG075B_273
S075_SNV,5,L-MMMMx,1.7782794100389228,7+2,274,L10,JG075B_274
S075_SNV,5,L-MMMMx,1.0,7+2,275,L11,JG075B_275
S075_SNV,5,L-MMMMx,0.5623413251903491,7+2,276,L12,JG075B_276
S075_SNV,5,L-MMMMx,0.31622776601683794,7+2,277,L13,JG075B_277
S075_SNV,5,L-MMMMx,0.1778279410038923,7+2,278,L14,JG075B_278
S075_SNV,5,L-MMMMx,0.1,7+2,279,L15,JG075B_279
S075_SNV,5,L-MMMMx,0.0,7+2,280,L16,JG075B_280
S075_SNV,4,L-MMMMx,3.1622776601683795,2+2,289,M1,JG075B_289
S075_SNV,4,L-MMMMx,1.7782794100389228,2+2,290,M2,JG075B_290
S075_SNV,4,L-MMMMx,1.0,2+2,291,M3,JG075B_291
S075_SNV,4,L-MMMMx,0.5623413251903491,2+2,292,M4,JG075B_292
S075_SNV,4,L-MMMMx,0.31622776601683794,2+2,293,M5,JG075B_293
S075_SNV,4,L-MMMMx,0.1778279410038923,2+2,294,M6,JG075B_294
S075_SNV,4,L-MMMMx,0.1,2+2,295,M7,JG075B_295
S075_SNV,4,L-MMMMx,0.0,2+2,296,M8,JG075B_296
S075_SNV,4,L-MMMMx,3.1622776601683795,7+2,297,M9,JG075B_297
S075_SNV,4,L-MMMMx,1.7782794100389228,7+2,298,M10,JG075B_298
S075_SNV,4,L-MMMMx,1.0,7+2,299,M11,JG075B_299
S075_SNV,4,L-MMMMx,0.5623413251903491,7+2,300,M12,JG075B_300
S075_SNV,4,L-MMMMx,0.31622776601683794,7+2,301,M13,JG075B_301
S075_SNV,4,L-MMMMx,0.1778279410038923,7+2,302,M14,JG075B_302
S075_SNV,4,L-MMMMx,0.1,7+2,303,M15,JG075B_303
S075_SNV,4,L-MMMMx,0.0,7+2,304,M16,JG075B_304
S075_SNV,3,L-MMMMx,3.1622776601683795,2+2,313,N1,JG075B_313
S075_SNV,3,L-MMMMx,1.7782794100389228,2+2,314,N2,JG075B_314
S075_SNV,3,L-MMMMx,1.0,2+2,315,N3,JG075B_315
S075_SNV,3,L-MMMMx,0.5623413251903491,2+2,316,N4,JG075B_316
S075_SNV,3,L-MMMMx,0.31622776601683794,2+2,317,N5,JG075B_317
S075_SNV,3,L-MMMMx,0.1778279410038923,2+2,318,N6,JG075B_318
S075_SNV,3,L-MMMMx,0.1,2+2,319,N7,JG075B_319
S075_SNV,3,L-MMMMx,0.0,2+2,320,N8,JG075B_320
S075_SNV,3,L-MMMMx,3.1622776601683795,7+2,321,N9,JG075B_321
S075_SNV,3,L-MMMMx,1.7782794100389228,7+2,322,N10,JG075B_322
S075_SNV,3,L-MMMMx,1.0,7+2,323,N11,JG075B_323
S075_SNV,3,L-MMMMx,0.5623413251903491,7+2,324,N12,JG075B_324
S075_SNV,3,L-MMMMx,0.31622776601683794,7+2,325,N13,JG075B_325
S075_SNV,3,L-MMMMx,0.1778279410038923,7+2,326,N14,JG075B_326
S075_SNV,3,L-MMMMx,0.1,7+2,327,N15,JG075B_327
S075_SNV,3,L-MMMMx,0.0,7+2,328,N16,JG075B_328
S075_SNV,2,L-MMMMx,3.1622776601683795,2+2,337,O1,JG075B_337
S075_SNV,2,L-MMMMx,1.7782794100389228,2+2,338,O2,JG075B_338
S075_SNV,2,L-MMMMx,1.0,2+2,339,O3,JG075B_339
S075_SNV,2,L-MMMMx,0.5623413251903491,2+2,340,O4,JG075B_340
S075_SNV,2,L-MMMMx,0.31622776601683794,2+2,341,O5,JG075B_341
S075_SNV,2,L-MMMMx,0.1778279410038923,2+2,342,O6,JG075B_342
S075_SNV,2,L-MMMMx,0.1,2+2,343,O7,JG075B_343
S075_SNV,2,L-MMMMx,0.0,2+2,344,O8,JG075B_344
S075_SNV,2,L-MMMMx,3.1622776601683795,7+2,345,O9,JG075B_345
S075_SNV,2,L-MMMMx,1.7782794100389228,7+2,346,O10,JG075B_346
S075_SNV,2,L-MMMMx,1.0,7+2,347,O11,JG075B_347
S075_SNV,2,L-MMMMx,0.5623413251903491,7+2,348,O12,JG075B_348
S075_SNV,2,L-MMMMx,0.31622776601683794,7+2,349,O13,JG075B_349
S075_SNV,2,L-MMMMx,0.1778279410038923,7+2,350,O14,JG075B_350
S075_SNV,2,L-MMMMx,0.1,7+2,351,O15,JG075B_351
S075_SNV,2,L-MMMMx,0.0,7+2,352,O16,JG075B_352
S075_SNV,1,L-MMMMx,3.1622776601683795,2+2,361,P1,JG075B_361
S075_SNV,1,L-MMMMx,1.7782794100389228,2+2,362,P2,JG075B_362
S075_SNV,1,L-MMMMx,1.0,2+2,363,P3,JG075B_363
S075_SNV,1,L-MMMMx,0.5623413251903491,2+2,364,P4,JG075B_364
S075_SNV,1,L-MMMMx,0.31622776601683794,2+2,365,P5,JG075B_365
S075_SNV,1,L-MMMMx,0.1778279410038923,2+2,366,P6,JG075B_366
S075_SNV,1,L-MMMMx,0.1,2+2,367,P7,JG075B_367
S075_SNV,1,L-MMMMx,0.0,2+2,368,P8,JG075B_368
S075_SNV,1,L-MMMMx,3.1622776601683795,7+2,369,P9,JG075B_369
S075_SNV,1,L-MMMMx,1.7782794100389228,7+2,370,P10,JG075B_370
S075_SNV,1,L-MMMMx,1.0,7+2,371,P11,JG075B_371
S075_SNV,1,L-MMMMx,0.5623413251903491,7+2,372,P12,JG075B_372
S075_SNV,1,L-MMMMx,0.31622776601683794,7+2,373,P13,JG075B_373
S075_SNV,1,L-MMMMx,0.1778279410038923,7+2,374,P14,JG075B_374
S075_SNV,1,L-MMMMx,0.1,7+2,375,P15,JG075B_375
S075_SNV,1,L-MMMMx,0.0,7+2,376,P16,JG075B_376
