# File Name: \\wsl.localhost\Ubuntu\home\john\projects\CAN_paper\fig_s3\data\JG076F_FP004-RP004x_Set_II.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 6 System
# Block Type: 384-Well Block
# Instrument Name: 278860576
# Instrument Serial Number: 278860576
# Heated Cover Serial Number: 278154452
# Block Serial Number: 278033142
# Run Start Date/Time: 2022-07-20 01:29:11 PM EDT
# Run End Date/Time: 2022-07-20 03:24:46 PM EDT
# Run Duration: 115 minutes 35 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2023-10-26 01:12:51 PM EDT
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2023-10-26 01:13:20 PM EDT
"Well","Well Position","Cycle Number","TAMRA","FAM","ROX","CY3","CY5"
"224","J8","88",,,"145394.05","33622.496",
"224","J8","89",,,"145676.19","33617.5",
"224","J8","90",,,"145731.3","33788.656",
"225","J9","1",,,"119422.19",,"78380.58"
"225","J9","2",,,"119504.984",,"78544.51"
"225","J9","3",,,"119602.586",,"78677.86"
"225","J9","4",,,"119575.125",,"78968.445"
"225","J9","5",,,"119568.03",,"79133.625"
"225","J9","6",,,"119720.78",,"79333.56"
"225","J9","7",,,"119701.97",,"79918.32"
"225","J9","8",,,"119633.28",,"80531.234"
"225","J9","9",,,"119586.984",,"81352.46"
"225","J9","10",,,"119581.42",,"83659.48"
"225","J9","11",,,"119731.87",,"87138.97"
"225","J9","12",,,"119705.95",,"93188.81"
"225","J9","13",,,"119645.62",,"102561.97"
"225","J9","14",,,"119649.13",,"114623.87"
"225","J9","15",,,"119633.21",,"127937.18"
"225","J9","16",,,"119585.805",,"140217.0"
"225","J9","17",,,"119567.58",,"149745.98"
"225","J9","18",,,"119508.266",,"156729.61"
"225","J9","19",,,"119483.05",,"160796.7"
"225","J9","20",,,"119545.12",,"163674.89"
"225","J9","21",,,"119459.46",,"165421.33"
"225","J9","22",,,"119383.414",,"166359.6"
"225","J9","23",,,"119292.43",,"167256.62"
"225","J9","24",,,"119284.23",,"167640.14"
"225","J9","25",,,"119364.24",,"168251.97"
"225","J9","26",,,"119464.93",,"168626.45"
"225","J9","27",,,"119525.47",,"168802.45"
"225","J9","28",,,"119620.11",,"168834.77"
"225","J9","29",,,"119626.69",,"169069.45"
"225","J9","30",,,"119663.56",,"169600.25"
"225","J9","31",,,"119580.02",,"169964.3"
"225","J9","32",,,"119580.65",,"170123.11"
"225","J9","33",,,"119813.23",,"170421.34"
"225","J9","34",,,"119794.984",,"170226.83"
"225","J9","35",,,"119709.73",,"170690.06"
"225","J9","36",,,"119664.0",,"170800.53"
"225","J9","37",,,"119669.14",,"170910.55"
"225","J9","38",,,"119467.26",,"171165.02"
"225","J9","39",,,"119459.79",,"171144.9"
"225","J9","40",,,"119754.55",,"171623.2"
"225","J9","41",,,"119839.375",,"171755.45"
"225","J9","42",,,"119792.44",,"171875.73"
"225","J9","43",,,"119742.7",,"172138.05"
"225","J9","44",,,"119739.445",,"172450.61"
"225","J9","45",,,"119727.125",,"172831.5"
"225","J9","46",,,"119846.36",,"173024.0"
"225","J9","47",,,"119824.51",,"173001.39"
"225","J9","48",,,"119809.34",,"173131.78"
"225","J9","49",,,"119767.75",,"173358.52"
"225","J9","50",,,"119791.55",,"173353.22"
"225","J9","51",,,"119764.39",,"173574.38"
"225","J9","52",,,"119768.45",,"173853.67"
"225","J9","53",,,"119563.61",,"174069.78"
"225","J9","54",,,"119574.72",,"174279.16"
"225","J9","55",,,"119993.27",,"174189.9"
"225","J9","56",,,"120148.44",,"174345.1"
"225","J9","57",,,"120101.74",,"174546.44"
"225","J9","58",,,"120110.195",,"174907.12"
"225","J9","59",,,"120064.48",,"175225.48"
"225","J9","60",,,"120102.6",,"175248.53"
"225","J9","61",,,"120113.484",,"175635.42"
"225","J9","62",,,"120209.67",,"175845.89"
"225","J9","63",,,"119986.54",,"176691.05"
"225","J9","64",,,"119931.27",,"177002.52"
"225","J9","65",,,"120234.03",,"177288.02"
"225","J9","66",,,"120416.484",,"178813.19"
"225","J9","67",,,"120364.07",,"180240.94"
"225","J9","68",,,"120330.79",,"182325.03"
"225","J9","69",,,"120239.336",,"185489.77"
"225","J9","70",,,"120181.69",,"189521.61"
"225","J9","71",,,"120175.945",,"194254.34"
"225","J9","72",,,"120172.6",,"200327.92"
"225","J9","73",,,"120400.336",,"207380.5"
"225","J9","74",,,"120343.64",,"215004.06"
"225","J9","75",,,"120285.21",,"223256.7"
"225","J9","76",,,"120462.836",,"231610.19"
"225","J9","77",,,"120461.57",,"239492.06"
"225","J9","78",,,"120275.516",,"246933.05"
"225","J9","79",,,"120185.88",,"253936.34"
"225","J9","80",,,"120266.805",,"261423.17"
"225","J9","81",,,"120265.766",,"268114.9"
"225","J9","82",,,"120428.46",,"274953.6"
"225","J9","83",,,"120388.38",,"281595.2"
"225","J9","84",,,"120338.04",,"287463.88"
"225","J9","85",,,"120274.6",,"293758.06"
"225","J9","86",,,"120295.71",,"299747.38"
"225","J9","87",,,"120114.52",,"305714.1"
"225","J9","88",,,"120042.77",,"311723.4"
"225","J9","89",,,"120189.36",,"317449.12"
"225","J9","90",,,"120153.945",,"322730.06"
"226","J10","1",,,"129387.67",,"86535.77"
"226","J10","2",,,"129493.2",,"86553.836"
"226","J10","3",,,"129504.195",,"86748.1"
"226","J10","4",,,"129511.58",,"86805.695"
"226","J10","5",,,"129468.734",,"87013.22"
"226","J10","6",,,"129242.36",,"87136.414"
"226","J10","7",,,"129151.336",,"87206.76"
"226","J10","8",,,"129152.6",,"87602.55"
"226","J10","9",,,"129166.49",,"87929.83"
"226","J10","10",,,"129339.84",,"88282.74"
"226","J10","11",,,"129354.67",,"89102.08"
"226","J10","12",,,"129415.484",,"90498.07"
"226","J10","13",,,"129350.08",,"92542.71"
"226","J10","14",,,"129209.18",,"95916.54"
"226","J10","15",,,"129105.516",,"100743.336"
"226","J10","16",,,"128958.39",,"107406.13"
"226","J10","17",,,"128934.89",,"114727.266"
"226","J10","18",,,"129018.336",,"122187.4"
"226","J10","19",,,"129040.45",,"129218.24"
"226","J10","20",,,"129214.055",,"135461.97"
"226","J10","21",,,"129465.805",,"140789.7"
"226","J10","22",,,"129348.375",,"144959.64"
"226","J10","23",,,"129220.52",,"148388.77"
"226","J10","24",,,"129060.24",,"151237.9"
"226","J10","25",,,"128980.27",,"153426.62"
"226","J10","26",,,"128903.125",,"154878.3"
"226","J10","27",,,"128961.445",,"156328.56"
"226","J10","28",,,"129281.9",,"157268.31"
"226","J10","29",,,"129322.64",,"157847.27"
"226","J10","30",,,"129090.0",,"158785.3"
"226","J10","31",,,"129048.65",,"159466.67"
"226","J10","32",,,"129209.266",,"159836.48"
"226","J10","33",,,"129251.29",,"159854.2"
"226","J10","34",,,"129406.836",,"160126.34"
"226","J10","35",,,"129376.25",,"160370.42"
"226","J10","36",,,"129284.86",,"160483.6"
"226","J10","37",,,"129271.875",,"160957.34"
"226","J10","38",,,"129369.57",,"161149.62"
"226","J10","39",,,"129020.84",,"161461.19"
"226","J10","40",,,"128997.59",,"161566.77"
"226","J10","41",,,"129298.98",,"161525.03"
"226","J10","42",,,"129168.484",,"162050.0"
"226","J10","43",,,"129138.21",,"162597.3"
"226","J10","44",,,"129350.19",,"162446.88"
"226","J10","45",,,"129335.82",,"162272.42"
"226","J10","46",,,"129303.29",,"162404.56"
"226","J10","47",,,"129417.85",,"162645.92"
"226","J10","48",,,"129439.63",,"163089.42"
"226","J10","49",,,"129540.375",,"162823.58"
"226","J10","50",,,"129536.88",,"163168.8"
"226","J10","51",,,"129566.02",,"163258.03"
"226","J10","52",,,"129527.45",,"163607.83"
"226","J10","53",,,"129294.23",,"163769.48"
"226","J10","54",,,"129244.31",,"164114.52"
"226","J10","55",,,"129426.836",,"164360.03"
"226","J10","56",,,"129405.98",,"164456.81"
"226","J10","57",,,"129386.195",,"164138.33"
"226","J10","58",,,"129578.336",,"164477.05"
"226","J10","59",,,"129741.89",,"164763.95"
"226","J10","60",,,"129717.445",,"165015.52"
"226","J10","61",,,"129763.22",,"165244.86"
"226","J10","62",,,"129741.734",,"165381.89"
"226","J10","63",,,"129608.67",,"165651.03"
"226","J10","64",,,"129514.45",,"165797.83"
"226","J10","65",,,"129484.64",,"166143.11"
"226","J10","66",,,"129502.63",,"166580.67"
"226","J10","67",,,"129787.164",,"167352.31"
"226","J10","68",,,"129768.35",,"167989.08"
"226","J10","69",,,"129658.01",,"169193.69"
"226","J10","70",,,"129642.7",,"170812.33"
"226","J10","71",,,"129896.9",,"173003.78"
"226","J10","72",,,"129894.64",,"176258.16"
"226","J10","73",,,"129888.28",,"180600.64"
"226","J10","74",,,"129783.16",,"185281.17"
"226","J10","75",,,"129694.58",,"190302.02"
"226","J10","76",,,"129696.6",,"195817.3"
"226","J10","77",,,"129607.6",,"201158.69"
"226","J10","78",,,"129594.484",,"206737.14"
"226","J10","79",,,"129857.13",,"212127.1"
"226","J10","80",,,"129836.77",,"217434.48"
"226","J10","81",,,"129780.21",,"222534.2"
"226","J10","82",,,"129800.28",,"227670.98"
"226","J10","83",,,"129755.086",,"232398.9"
"226","J10","84",,,"129829.29",,"236700.25"
"226","J10","85",,,"129870.0",,"241093.48"
"226","J10","86",,,"129708.76",,"245652.14"
"226","J10","87",,,"129567.34",,"250025.92"
"226","J10","88",,,"129522.69",,"254436.5"
"226","J10","89",,,"129694.39",,"258878.14"
"226","J10","90",,,"129817.56",,"262705.66"
"227","J11","1",,,"136686.7",,"93718.76"
"227","J11","2",,,"136728.97",,"93756.484"
"227","J11","3",,,"137363.44",,"94198.13"
"227","J11","4",,,"137484.0",,"94535.016"
"227","J11","5",,,"137431.28",,"94656.84"
"227","J11","6",,,"137331.28",,"94689.93"
"227","J11","7",,,"137297.88",,"94875.48"
"227","J11","8",,,"137392.88",,"95078.03"
"227","J11","9",,,"137388.08",,"95363.125"
"227","J11","10",,,"137479.14",,"95970.05"
"227","J11","11",,,"137189.58",,"97012.33"
"227","J11","12",,,"137079.2",,"98326.71"
"227","J11","13",,,"137198.62",,"100437.0"
"227","J11","14",,,"137090.31",,"103239.11"
"227","J11","15",,,"136751.55",,"107321.23"
"227","J11","16",,,"136661.86",,"112516.016"
"227","J11","17",,,"136778.52",,"118434.2"
"227","J11","18",,,"136806.45",,"124156.05"
"227","J11","19",,,"136774.73",,"130431.1"
"227","J11","20",,,"136836.4",,"136537.34"
"227","J11","21",,,"136838.6",,"141811.34"
"227","J11","22",,,"136715.11",,"147269.53"
"227","J11","23",,,"136425.38",,"152648.5"
"227","J11","24",,,"136440.55",,"156867.62"
"227","J11","25",,,"136813.92",,"160950.4"
"227","J11","26",,,"136961.97",,"164964.53"
"227","J11","27",,,"136796.31",,"168059.36"
"227","J11","28",,,"136747.28",,"170945.44"
"227","J11","29",,,"136877.86",,"173182.92"
"227","J11","30",,,"136758.38",,"175483.8"
"227","J11","31",,,"136729.14",,"177677.47"
"227","J11","32",,,"136926.52",,"178769.45"
"227","J11","33",,,"136947.66",,"180003.11"
"227","J11","34",,,"137045.27",,"180877.8"
"227","J11","35",,,"137062.56",,"181998.34"
"227","J11","36",,,"137023.69",,"182531.4"
"227","J11","37",,,"136920.62",,"183192.05"
"227","J11","38",,,"136816.86",,"184080.08"
"227","J11","39",,,"136692.56",,"184480.42"
"227","J11","40",,,"136664.02",,"185252.38"
"227","J11","41",,,"136865.88",,"186007.16"
"227","J11","42",,,"137135.95",,"186202.7"
"227","J11","43",,,"137199.12",,"186418.69"
"227","J11","44",,,"137021.75",,"186824.6"
"227","J11","45",,,"136949.88",,"187082.06"
"227","J11","46",,,"137021.25",,"188033.97"
"227","J11","47",,,"136837.34",,"188299.28"
"227","J11","48",,,"136767.23",,"188443.53"
"227","J11","49",,,"136869.81",,"188834.6"
"227","J11","50",,,"136868.14",,"189481.22"
"227","J11","51",,,"136869.44",,"189960.7"
"227","J11","52",,,"136548.6",,"190323.44"
"227","J11","53",,,"136570.06",,"190807.56"
"227","J11","54",,,"137069.98",,"191376.39"
"227","J11","55",,,"137113.3",,"191446.66"
"227","J11","56",,,"137027.56",,"191898.4"
"227","J11","57",,,"136951.61",,"192709.38"
"227","J11","58",,,"136976.06",,"193082.77"
"227","J11","59",,,"137130.27",,"193301.4"
"227","J11","60",,,"137250.94",,"193838.78"
"227","J11","61",,,"137458.97",,"194229.55"
"227","J11","62",,,"137569.28",,"194740.6"
"227","J11","63",,,"137334.16",,"194949.98"
"227","J11","64",,,"137214.9",,"195216.86"
"227","J11","65",,,"137269.22",,"195496.4"
"227","J11","66",,,"137221.61",,"196384.12"
"227","J11","67",,,"136992.19",,"196682.31"
"227","J11","68",,,"136907.45",,"197233.7"
"227","J11","69",,,"136989.66",,"198461.89"
"227","J11","70",,,"137014.16",,"199760.9"
"227","J11","71",,,"137226.66",,"201181.67"
"227","J11","72",,,"137195.9",,"203383.61"
"227","J11","73",,,"137131.2",,"205678.47"
"227","J11","74",,,"137174.0",,"209170.19"
"227","J11","75",,,"137189.16",,"213311.28"
"227","J11","76",,,"137177.05",,"217155.7"
"227","J11","77",,,"137414.98",,"221232.58"
"227","J11","78",,,"137604.67",,"225375.0"
"227","J11","79",,,"137676.7",,"229552.69"
"227","J11","80",,,"137564.61",,"233454.69"
"227","J11","81",,,"137380.61",,"237086.38"
"227","J11","82",,,"137290.25",,"240768.12"
"227","J11","83",,,"137438.36",,"244699.72"
"227","J11","84",,,"137680.6",,"248369.77"
"227","J11","85",,,"137482.44",,"251679.64"
"227","J11","86",,,"137425.42",,"255007.03"
"227","J11","87",,,"137732.73",,"258760.55"
"227","J11","88",,,"137728.0",,"262516.84"
"227","J11","89",,,"137757.58",,"266241.56"
"227","J11","90",,,"137880.72",,"269232.62"
"228","J12","1",,,"134927.39",,"58632.523"
"228","J12","2",,,"135051.95",,"58647.965"
"228","J12","3",,,"135099.4",,"58876.445"
"228","J12","4",,,"135312.48",,"59160.742"
"228","J12","5",,,"135249.34",,"59324.375"
"228","J12","6",,,"135062.92",,"59290.824"
"228","J12","7",,,"134981.88",,"59372.785"
"228","J12","8",,,"135065.73",,"59798.867"
"228","J12","9",,,"134987.81",,"60488.652"
"228","J12","10",,,"134879.84",,"61737.48"
"228","J12","11",,,"134796.34",,"62694.16"
"228","J12","12",,,"134733.23",,"65313.086"
"228","J12","13",,,"134817.88",,"69842.12"
"228","J12","14",,,"135003.95",,"77385.875"
"228","J12","15",,,"134975.45",,"87873.54"
"228","J12","16",,,"134853.33",,"101198.71"
"228","J12","17",,,"134661.22",,"115214.5"
"228","J12","18",,,"134230.42",,"127915.16"
"228","J12","19",,,"134175.6",,"138075.4"
"228","J12","20",,,"134448.8",,"145508.33"
"228","J12","21",,,"134797.73",,"151196.92"
"228","J12","22",,,"134847.31",,"154623.88"
"228","J12","23",,,"134568.8",,"156922.83"
"228","J12","24",,,"134524.77",,"158263.89"
"228","J12","25",,,"134830.62",,"159287.86"
"228","J12","26",,,"134937.55",,"160172.64"
"228","J12","27",,,"134621.97",,"160455.7"
"228","J12","28",,,"134239.55",,"160896.4"
"228","J12","29",,,"134254.45",,"161709.6"
"228","J12","30",,,"134661.38",,"161905.75"
"228","J12","31",,,"134703.86",,"161960.55"
"228","J12","32",,,"134666.38",,"161956.44"
"228","J12","33",,,"134554.61",,"162368.12"
"228","J12","34",,,"134492.23",,"162683.75"
"228","J12","35",,,"134618.48",,"163416.14"
"228","J12","36",,,"134974.66",,"163533.25"
"228","J12","37",,,"134857.23",,"163384.95"
"228","J12","38",,,"134310.17",,"163765.6"
"228","J12","39",,,"134282.1",,"163728.25"
"228","J12","40",,,"134741.2",,"163720.16"
"228","J12","41",,,"134818.78",,"164108.84"
"228","J12","42",,,"134829.66",,"164214.62"
"228","J12","43",,,"134742.11",,"164602.03"
"228","J12","44",,,"134695.86",,"165011.47"
"228","J12","45",,,"134807.52",,"165397.5"
"228","J12","46",,,"134807.89",,"165347.84"
"228","J12","47",,,"134904.3",,"165194.62"
"228","J12","48",,,"134861.78",,"165778.72"
"228","J12","49",,,"134879.44",,"166132.97"
"228","J12","50",,,"135010.47",,"165867.33"
"228","J12","51",,,"134812.39",,"165844.34"
"228","J12","52",,,"134726.25",,"166563.48"
"228","J12","53",,,"134882.36",,"166941.11"
"228","J12","54",,,"135081.23",,"166734.33"
"228","J12","55",,,"135218.48",,"167170.78"
"228","J12","56",,,"135293.62",,"167546.61"
"228","J12","57",,,"135237.67",,"167693.64"
"228","J12","58",,,"135209.19",,"167930.9"
"228","J12","59",,,"135123.42",,"167940.5"
"228","J12","60",,,"135069.33",,"167869.16"
"228","J12","61",,,"134987.64",,"168462.19"
"228","J12","62",,,"134915.33",,"168941.64"
"228","J12","63",,,"135027.22",,"169438.4"
"228","J12","64",,,"135304.78",,"169528.61"
"228","J12","65",,,"135353.89",,"169659.75"
"228","J12","66",,,"135335.3",,"170153.06"
"228","J12","67",,,"135273.9",,"170543.52"
"228","J12","68",,,"135317.5",,"171400.25"
"228","J12","69",,,"135430.88",,"172746.14"
"228","J12","70",,,"135561.05",,"174263.92"
"228","J12","71",,,"135546.3",,"176298.95"
"228","J12","72",,,"135623.25",,"178741.9"
"228","J12","73",,,"135594.67",,"181574.97"
"228","J12","74",,,"135636.62",,"185497.88"
"228","J12","75",,,"135542.8",,"190151.05"
"228","J12","76",,,"135460.06",,"196350.8"
"228","J12","77",,,"135428.34",,"203633.44"
"228","J12","78",,,"135323.81",,"211785.95"
"228","J12","79",,,"135284.83",,"220440.11"
"228","J12","80",,,"135398.48",,"229462.17"
"228","J12","81",,,"135293.08",,"238138.03"
"228","J12","82",,,"135162.1",,"246497.16"
"228","J12","83",,,"135063.06",,"255206.66"
"228","J12","84",,,"134992.39",,"262659.12"
"228","J12","85",,,"135092.45",,"269248.28"
"228","J12","86",,,"135232.36",,"275927.5"
"228","J12","87",,,"135211.33",,"282381.75"
"228","J12","88",,,"135285.11",,"288889.6"
"228","J12","89",,,"135232.03",,"294862.62"
"228","J12","90",,,"135235.55",,"300043.38"
"229","J13","1",,,"130111.87",,"87892.516"
"229","J13","2",,,"130193.88",,"87906.086"
"229","J13","3",,,"130399.74",,"88026.44"
"229","J13","4",,,"130369.266",,"87970.625"
"229","J13","5",,,"130047.875",,"87995.2"
"229","J13","6",,,"129887.695",,"88288.664"
"229","J13","7",,,"129911.836",,"88498.84"
"229","J13","8",,,"129865.61",,"88659.375"
"229","J13","9",,,"129992.766",,"89034.88"
"229","J13","10",,,"130024.53",,"89472.32"
"229","J13","11",,,"130072.234",,"90598.83"
"229","J13","12",,,"129956.74",,"92319.7"
"229","J13","13",,,"129860.69",,"94273.41"
"229","J13","14",,,"130030.32",,"97191.016"
"229","J13","15",,,"130287.94",,"100584.07"
"229","J13","16",,,"130374.85",,"104070.766"
"229","J13","17",,,"130247.68",,"108452.22"
"229","J13","18",,,"130092.16",,"113296.8"
"229","J13","19",,,"129995.234",,"117259.07"
"229","J13","20",,,"130166.72",,"121431.31"
"229","J13","21",,,"130403.445",,"125392.83"
"229","J13","22",,,"130395.35",,"129561.414"
"229","J13","23",,,"130170.7",,"133361.12"
"229","J13","24",,,"130050.086",,"137084.52"
"229","J13","25",,,"130149.83",,"139988.56"
"229","J13","26",,,"130017.64",,"142840.94"
"229","J13","27",,,"129732.69",,"145685.0"
"229","J13","28",,,"129658.734",,"147478.33"
"229","J13","29",,,"130014.734",,"149194.6"
"229","J13","30",,,"130298.05",,"151125.95"
"229","J13","31",,,"130240.98",,"152510.2"
"229","J13","32",,,"130196.664",,"153961.31"
"229","J13","33",,,"130101.89",,"154703.55"
"229","J13","34",,,"130155.67",,"155575.0"
"229","J13","35",,,"130273.55",,"156496.25"
"229","J13","36",,,"130359.64",,"157036.89"
"229","J13","37",,,"130246.51",,"158017.0"
"229","J13","38",,,"129946.945",,"158528.89"
"229","J13","39",,,"129829.29",,"158385.73"
"229","J13","40",,,"130027.914",,"159384.44"
"229","J13","41",,,"130155.14",,"159911.0"
"229","J13","42",,,"130080.336",,"159970.34"
"229","J13","43",,,"130158.23",,"159885.55"
"229","J13","44",,,"130379.18",,"160556.1"
"229","J13","45",,,"130350.18",,"161015.42"
"229","J13","46",,,"130395.91",,"161398.44"
"229","J13","47",,,"130181.73",,"161757.45"
"229","J13","48",,,"130066.53",,"161899.23"
"229","J13","49",,,"130212.25",,"162132.6"
"229","J13","50",,,"130252.69",,"162579.97"
"229","J13","51",,,"130611.234",,"163450.67"
"229","J13","52",,,"130483.22",,"164369.4"
"229","J13","53",,,"130129.5",,"165703.64"
"229","J13","54",,,"130049.47",,"166890.53"
"229","J13","55",,,"130468.26",,"168708.9"
"229","J13","56",,,"130709.914",,"170954.47"
"229","J13","57",,,"130658.7",,"173738.64"
"229","J13","58",,,"130735.13",,"177111.81"
"229","J13","59",,,"130703.08",,"180392.08"
"229","J13","60",,,"130923.625",,"184438.47"
"229","J13","61",,,"130953.25",,"188748.4"
"229","J13","62",,,"130783.055",,"193073.69"
"229","J13","63",,,"130528.61",,"197215.92"
"229","J13","64",,,"130484.23",,"201820.0"
"229","J13","65",,,"130957.83",,"206561.84"
"229","J13","66",,,"131052.055",,"211196.6"
"229","J13","67",,,"130929.875",,"215590.1"
"229","J13","68",,,"130840.06",,"220005.58"
"229","J13","69",,,"131082.0",,"224553.8"
"229","J13","70",,,"131174.64",,"229220.3"
"229","J13","71",,,"131057.66",,"234047.66"
"229","J13","72",,,"130929.98",,"238865.27"
"229","J13","73",,,"131001.805",,"243463.34"
"229","J13","74",,,"131075.81",,"248028.39"
"229","J13","75",,,"131014.87",,"252125.16"
"229","J13","76",,,"131223.12",,"257143.28"
"229","J13","77",,,"131335.27",,"261939.97"
"229","J13","78",,,"131225.94",,"266280.7"
"229","J13","79",,,"131008.445",,"270437.12"
"229","J13","80",,,"130952.445",,"275081.7"
"229","J13","81",,,"131376.73",,"279883.4"
"229","J13","82",,,"131345.4",,"284632.44"
"229","J13","83",,,"131051.414",,"289993.6"
"229","J13","84",,,"130685.836",,"296202.72"
"229","J13","85",,,"129934.4",,"304448.4"
"229","J13","86",,,"129623.12",,"315641.47"
"229","J13","87",,,"129311.3",,"329646.25"
"229","J13","88",,,"128713.35",,"344782.94"
"229","J13","89",,,"128337.83",,"358158.2"
"229","J13","90",,,"128272.625",,"367647.28"
"230","J14","1",,,"133066.75",,"88501.86"
"230","J14","2",,,"133317.86",,"88647.78"
"230","J14","3",,,"133801.39",,"88977.62"
"230","J14","4",,,"133956.34",,"89308.43"
"230","J14","5",,,"133803.97",,"89311.89"
"230","J14","6",,,"133698.52",,"89226.25"
"230","J14","7",,,"133732.23",,"89278.0"
"230","J14","8",,,"133950.67",,"89637.516"
"230","J14","9",,,"133853.06",,"90573.95"
"230","J14","10",,,"133715.78",,"91517.17"
"230","J14","11",,,"133859.3",,"92559.29"
"230","J14","12",,,"133746.61",,"94450.76"
"230","J14","13",,,"133567.92",,"97809.63"
"230","J14","14",,,"133534.73",,"102465.555"
"230","J14","15",,,"133418.33",,"108334.39"
"230","J14","16",,,"133452.1",,"115100.055"
"230","J14","17",,,"133427.31",,"122085.695"
"230","J14","18",,,"133783.62",,"128659.89"
"230","J14","19",,,"133834.73",,"134943.66"
"230","J14","20",,,"133818.0",,"141119.56"
"230","J14","21",,,"133733.81",,"146488.7"
"230","J14","22",,,"133925.3",,"151173.98"
"230","J14","23",,,"133905.11",,"155059.86"
"230","J14","24",,,"134162.22",,"158838.42"
"230","J14","25",,,"134156.78",,"161883.61"
"230","J14","26",,,"133984.64",,"164354.77"
"230","J14","27",,,"133798.33",,"166385.75"
"230","J14","28",,,"133812.75",,"168191.47"
"230","J14","29",,,"133969.86",,"169373.88"
"230","J14","30",,,"134099.75",,"170715.3"
"230","J14","31",,,"133999.42",,"171813.08"
"230","J14","32",,,"134044.88",,"172616.27"
"230","J14","33",,,"133922.4",,"173015.19"
"230","J14","34",,,"133902.6",,"173414.27"
"230","J14","35",,,"133861.58",,"174119.92"
"230","J14","36",,,"134052.8",,"174478.94"
"230","J14","37",,,"134096.39",,"175094.3"
"230","J14","38",,,"134166.52",,"175348.08"
"230","J14","39",,,"134015.11",,"175740.7"
"230","J14","40",,,"133928.14",,"176303.9"
"230","J14","41",,,"133976.27",,"176315.84"
"230","J14","42",,,"134098.72",,"176806.02"
"230","J14","43",,,"134111.38",,"176929.06"
"230","J14","44",,,"134125.17",,"177253.55"
"230","J14","45",,,"134212.36",,"177700.28"
"230","J14","46",,,"134236.34",,"178574.8"
"230","J14","47",,,"134062.73",,"178790.25"
"230","J14","48",,,"133977.67",,"179610.88"
"230","J14","49",,,"134038.03",,"180445.4"
"230","J14","50",,,"134045.98",,"181390.92"
"230","J14","51",,,"134102.06",,"183073.84"
"230","J14","52",,,"134145.31",,"185085.25"
"230","J14","53",,,"134049.28",,"188169.17"
"230","J14","54",,,"134210.42",,"191543.98"
"230","J14","55",,,"134193.14",,"196156.72"
"230","J14","56",,,"134114.9",,"201010.16"
"230","J14","57",,,"134117.45",,"204908.38"
"230","J14","58",,,"134229.27",,"209606.1"
"230","J14","59",,,"134213.34",,"214408.52"
"230","J14","60",,,"134332.36",,"219029.11"
"230","J14","61",,,"134472.38",,"223578.58"
"230","J14","62",,,"134442.45",,"227750.53"
"230","J14","63",,,"134299.44",,"232203.11"
"230","J14","64",,,"134443.61",,"236538.05"
"230","J14","65",,,"134627.42",,"240617.17"
"230","J14","66",,,"134541.48",,"244985.95"
"230","J14","67",,,"134658.69",,"249373.92"
"230","J14","68",,,"134584.88",,"253587.94"
"230","J14","69",,,"134378.06",,"257515.17"
"230","J14","70",,,"134354.19",,"261887.12"
"230","J14","71",,,"134606.52",,"266434.22"
"230","J14","72",,,"134638.22",,"270607.84"
"230","J14","73",,,"134733.94",,"275474.38"
"230","J14","74",,,"134697.94",,"281152.66"
"230","J14","75",,,"134403.23",,"288481.94"
"230","J14","76",,,"133924.97",,"302557.06"
"230","J14","77",,,"133196.94",,"328422.47"
"230","J14","78",,,"132323.05",,"362143.0"
"230","J14","79",,,"131729.5",,"392213.38"
"230","J14","80",,,"131516.64",,"412579.7"
"230","J14","81",,,"131324.47",,"422758.56"
"230","J14","82",,,"130747.555",,"427290.0"
"230","J14","83",,,"130425.984",,"429478.2"
"230","J14","84",,,"130358.43",,"430277.28"
"230","J14","85",,,"130472.95",,"430879.12"
"230","J14","86",,,"130603.22",,"430875.94"
"230","J14","87",,,"130483.516",,"432148.47"
"230","J14","88",,,"130112.195",,"434413.03"
"230","J14","89",,,"130124.875",,"436082.3"
"230","J14","90",,,"130552.07",,"438225.5"
"231","J15","1",,,"133055.55",,"87653.95"
"231","J15","2",,,"133246.5",,"87833.02"
"231","J15","3",,,"133890.08",,"88467.21"
"231","J15","4",,,"133886.11",,"89002.59"
"231","J15","5",,,"133853.6",,"89038.51"
"231","J15","6",,,"134167.33",,"89135.7"
"231","J15","7",,,"134201.36",,"89189.71"
"231","J15","8",,,"134123.2",,"89422.8"
"231","J15","9",,,"134160.75",,"89745.66"
"231","J15","10",,,"134209.36",,"89833.69"
"231","J15","11",,,"134114.55",,"89854.05"
"231","J15","12",,,"134017.78",,"90445.69"
"231","J15","13",,,"133910.77",,"91128.44"
"231","J15","14",,,"133852.33",,"92492.6"
"231","J15","15",,,"133758.62",,"94579.35"
"231","J15","16",,,"133730.05",,"98029.055"
"231","J15","17",,,"134000.47",,"102964.15"
"231","J15","18",,,"134102.12",,"110027.96"
"231","J15","19",,,"133973.38",,"118728.41"
